ticker,company_name,current_price,arima_prediction,lstm_prediction,combined_prediction,recommendation,confidence,arima_error,lstm_error,arima_change_pct,lstm_change_pct,combined_change_pct,combined_explanation,models_agree,sector,sector_avg_change,relative_to_sector,category
ZYDUSLIFE.NS,Zyduslife,822.0999755859375,866.6720224798081,866.1517333984375,866.4118779391229,STRONG BUY,95.0,16.801082709155324,29.88919109859899,5.42173071615805,5.3584429048429145,5.390086810500489,"Combined models predict a significant 5.39% price increase (ARIMA: 5.42%, LSTM: 5.36% - both models agree on direction)",True,NIFTY_PHARMA,-1.8760180117929566,7.266104822293446,BUY
GLENMARK.NS,Glenmark,1356.800048828125,1374.995259599213,1420.3790283203125,1397.6871439597626,STRONG BUY,90.0,29.700894679089817,67.53395195686613,1.341038481447814,4.685950560445586,3.0134945209466912,"Combined models predict a significant 3.01% price increase (ARIMA: 1.34%, LSTM: 4.69% - both models agree on direction)",True,NIFTY_PHARMA,-1.8760180117929566,4.889512532739648,BUY
MGL.NS,Mgl,1252.4000244140625,1273.2735740897842,1304.9381103515625,1289.1058422206734,BUY,85.0,30.171872092034064,52.58052285141613,1.6666839084011884,4.194992407643879,2.9308381580225333,"Combined models predict a moderate 2.93% price increase (ARIMA: 1.67%, LSTM: 4.19% - both models agree on direction)",True,NIFTY_OIL_AND_GAS,-2.7555361731996912,5.686374331222225,BUY
VOLTAS.NS,Voltas,1277.0999755859375,1284.8675580008298,1335.249755859375,1310.0586569301024,BUY,85.0,40.60751032222574,96.56890764774462,0.6082203870788221,4.553267667768782,2.580744027423802,"Combined models predict a moderate 2.58% price increase (ARIMA: 0.61%, LSTM: 4.55% - both models agree on direction)",True,NIFTY_CONSUMPTION,-2.9520799704669165,5.532823997890718,BUY
LUPIN.NS,Lupin,1934.199951171875,1975.1090257334718,1974.410400390625,1974.7597130620484,BUY,85.0,43.1018554594526,90.79138868476923,2.1150385479438745,2.0789189449822736,2.096978746463074,"Combined models predict a moderate 2.10% price increase (ARIMA: 2.12%, LSTM: 2.08% - both models agree on direction)",True,NIFTY_PHARMA,-1.8760180117929566,3.9729967582560306,BUY
TIINDIA.NS,Tiindia,2503.60009765625,2504.612708529102,2604.446533203125,2554.5296208661134,BUY,85.0,76.57965858738275,147.32610940478077,0.040446190819364285,4.028056862646817,2.0342515267330907,"Combined models predict a moderate 2.03% price increase (ARIMA: 0.04%, LSTM: 4.03% - both models agree on direction)",True,NIFTY_AUTO,-3.5821896382810374,5.616441165014129,BUY
MAXHEALTH.NS,Maxhealth,1077.5,1088.8005764921472,1084.508544921875,1086.6545607070111,HOLD,80.0,28.7926222409023,65.67940441079307,1.048777400663316,0.650445004350348,0.8496112025068319,"Combined models predict relatively stable price (change: 0.85%) (ARIMA: 1.05%, LSTM: 0.65% - both models agree on direction)",True,NIFTY_HEALTHCARE,-3.6333997841716354,4.483010986678467,BUY
INFY.NS,Infy,1413.0999755859375,1413.3608795806604,1428.7044677734375,1421.032673677049,HOLD,80.0,30.785564053551496,64.89611028326726,0.018463236800685925,1.104273756782824,0.5613684967917549,"Combined models predict relatively stable price (change: 0.56%) (ARIMA: 0.02%, LSTM: 1.10% - both models agree on direction)",True,NIFTY_IT,-1.630423260905474,2.191791757697229,BUY
INDUSINDBK.NS,Indusindbk,788.25,689.0799398759581,679.7066040039062,684.3932719399322,STRONG SELL,95.0,30.906677313407968,70.15254403853953,-12.581041563468688,-13.770173929095305,-13.175607746281988,"Combined models predict a significant 13.18% price decrease (ARIMA: -12.58%, LSTM: -13.77% - both models agree on direction)",True,NIFTY_BANK,-5.375445585997545,-7.800162160284444,SELL
DIXON.NS,Dixon,15252.0,14366.28786909952,12788.9599609375,13577.62391501851,STRONG SELL,95.0,485.44145859014,1104.230402083398,-5.807186801078414,-16.148964326399817,-10.978075563739115,"Combined models predict a significant 10.98% price decrease (ARIMA: -5.81%, LSTM: -16.15% - both models agree on direction)",True,NIFTY_CONSUMPTION,-2.9520799704669165,-8.025995593272198,SELL
LODHA.NS,Lodha,1240.800048828125,1118.761720955777,1124.30615234375,1121.5339366497635,STRONG SELL,95.0,38.089063718366894,81.19516420516425,-9.835454792865878,-9.388611532889428,-9.612033162877651,"Combined models predict a significant 9.61% price decrease (ARIMA: -9.84%, LSTM: -9.39% - both models agree on direction)",True,NIFTY_REALTY,-5.429375744276179,-4.182657418601472,SELL
CHOLAFIN.NS,Cholafin,1611.9000244140625,1473.733122265837,1444.358154296875,1459.0456382813559,STRONG SELL,95.0,32.38781860757549,57.962444370370456,-8.57167938802223,-10.394060895810844,-9.482870141916544,"Combined models predict a significant 9.48% price decrease (ARIMA: -8.57%, LSTM: -10.39% - both models agree on direction)",True,NIFTY_FIN_SERVICE,-3.69500466126711,-5.787865480649435,SELL
NETWORK18.NS,Network18,45.11000061035156,41.394807515987544,40.43398666381836,40.91439708990295,STRONG SELL,95.0,1.6360597908972891,2.9085763700156444,-8.235852458648557,-10.365803332443717,-9.300827895546144,"Combined models predict a significant 9.30% price decrease (ARIMA: -8.24%, LSTM: -10.37% - both models agree on direction)",True,NIFTY_MEDIA,-5.868566821640671,-3.4322610739054733,SELL
ZEEL.NS,Zeel,112.62000274658203,104.47222137040775,103.1653060913086,103.81876373085817,STRONG SELL,95.0,3.3657285463003963,7.129316455633091,-7.234755085656008,-8.39521969871412,-7.8149873921850705,"Combined models predict a significant 7.81% price decrease (ARIMA: -7.23%, LSTM: -8.40% - both models agree on direction)",True,NIFTY_MEDIA,-5.868566821640671,-1.9464205705444,SELL
AXISBANK.NS,Axisbank,1161.300048828125,1065.5255249934705,1080.112060546875,1072.8187927701729,STRONG SELL,95.0,15.765040806821093,33.163907139189085,-8.247181590261805,-6.991129326411145,-7.619155458336466,"Combined models predict a significant 7.62% price decrease (ARIMA: -8.25%, LSTM: -6.99% - both models agree on direction)",True,NIFTY_BANK,-5.375445585997545,-2.243709872338921,SELL
PRESTIGE.NS,Prestige,1207.4000244140625,1119.2234950321133,1128.680419921875,1123.9519574769943,STRONG SELL,95.0,39.44951792804896,95.98120539621394,-7.303008745982116,-6.519761711151963,-6.911385228567029,"Combined models predict a significant 6.91% price decrease (ARIMA: -7.30%, LSTM: -6.52% - both models agree on direction)",True,NIFTY_REALTY,-5.429375744276179,-1.4820094842908507,SELL
MRF.NS,Mrf,124490.0,117587.79302842692,114372.8828125,115980.33792046347,STRONG SELL,95.0,1561.779512137035,4407.032436343576,-5.54438667489202,-8.126851303317535,-6.835618989104772,"Combined models predict a significant 6.84% price decrease (ARIMA: -5.54%, LSTM: -8.13% - both models agree on direction)",True,NIFTY_AUTO,-3.5821896382810374,-3.253429350823734,SELL
MOTHERSON.NS,Motherson,128.33999633789062,118.8951101468148,120.81806945800781,119.8565898024113,STRONG SELL,95.0,3.4774185555062056,10.297211419135223,-7.359269487751536,-5.860937427549285,-6.61010345765041,"Combined models predict a significant 6.61% price decrease (ARIMA: -7.36%, LSTM: -5.86% - both models agree on direction)",True,NIFTY_AUTO,-3.5821896382810374,-3.027913819369372,SELL
