ticker,company_name,current_price,arima_prediction,lstm_prediction,combined_prediction,recommendation,confidence,arima_error,lstm_error,arima_change_pct,lstm_change_pct,combined_change_pct,combined_explanation,models_agree,sector,sector_avg_change,relative_to_sector,category
MUTHOOTFIN.NS,Muthootfin,2017.0,2290.4253591779243,2317.44140625,2303.933382713962,STRONG BUY,95.0,44.625672479162176,77.32861175673078,13.556041605251576,14.895458911750122,14.225750258500849,"Combined models predict a significant 14.23% price increase (ARIMA: 13.56%, LSTM: 14.90% - both models agree on direction)",True,NIFTY_FIN_SERVICE,0.8852470091133887,13.34050324938746,BUY
NATIONALUM.NS,Nationalum,143.22000122070312,147.8202132181872,167.3063507080078,157.5632819630975,STRONG BUY,95.0,5.515247225020501,12.520936942275956,3.211989916404985,16.817727469634242,10.014858693019605,"Combined models predict a significant 10.01% price increase (ARIMA: 3.21%, LSTM: 16.82% - both models agree on direction)",True,NIFTY_METAL,1.997281322520305,8.0175773704993,BUY
GLENMARK.NS,Glenmark,1378.0999755859375,1436.3497662596417,1559.6416015625,1497.995683911071,STRONG BUY,95.0,29.71640955945752,93.08338286582213,4.226818932272143,13.17332771153813,8.700073321905144,"Combined models predict a significant 8.70% price increase (ARIMA: 4.23%, LSTM: 13.17% - both models agree on direction)",True,NIFTY_PHARMA,1.081815494120329,7.618257827784815,BUY
COFORGE.NS,Coforge,6316.64990234375,6462.672655220783,7109.98779296875,6786.330224094767,STRONG BUY,95.0,218.38417272087824,492.4132061621957,2.3117119855392354,12.559472234334807,7.435592109937028,"Combined models predict a significant 7.44% price increase (ARIMA: 2.31%, LSTM: 12.56% - both models agree on direction)",True,NIFTY_IT,3.8696730885065778,3.5659190214304504,BUY
IGL.NS,Igl,174.75999450683594,179.26931232512146,196.08299255371094,187.6761524394162,STRONG BUY,95.0,4.8733892480063385,12.823741243689287,2.5802918059196536,12.201303912286932,7.390797859103293,"Combined models predict a significant 7.39% price increase (ARIMA: 2.58%, LSTM: 12.20% - both models agree on direction)",True,NIFTY_OIL_AND_GAS,0.5844314292767782,6.8063664298265145,BUY
PERSISTENT.NS,Persistent,4544.60009765625,4549.904916920187,5005.2373046875,4777.571110803843,STRONG BUY,95.0,150.7323666251138,329.56802025534796,0.11672796615642696,10.135923890614945,5.126325928385676,"Combined models predict a significant 5.13% price increase (ARIMA: 0.12%, LSTM: 10.14% - both models agree on direction)",True,NIFTY_IT,3.8696730885065778,1.2566528398790986,BUY
TIINDIA.NS,Tiindia,2509.699951171875,2571.3904542500522,2696.289794921875,2633.8401245859636,STRONG BUY,90.0,78.62518906313304,156.8927973312924,2.4580828098343623,7.434747076552879,4.946414943193621,"Combined models predict a significant 4.95% price increase (ARIMA: 2.46%, LSTM: 7.43% - both models agree on direction)",True,NIFTY_AUTO,0.2723308022109375,4.674084140982683,BUY
GODREJPROP.NS,Godrejprop,1948.4000244140625,1980.0149535572607,2103.795166015625,2041.905059786443,STRONG BUY,90.0,62.593874736588575,148.76567515001508,1.622609769403266,7.975525541696403,4.79906765554984,"Combined models predict a significant 4.80% price increase (ARIMA: 1.62%, LSTM: 7.98% - both models agree on direction)",True,NIFTY_REALTY,2.740378385376806,2.0586892701730344,BUY
ICICIGI.NS,Icicigi,1718.550048828125,1773.6628052657452,1824.5372314453125,1799.1000183555288,STRONG BUY,90.0,29.429910460977002,57.96188437088548,3.2069334538846537,6.167244456421848,4.687088955153251,"Combined models predict a significant 4.69% price increase (ARIMA: 3.21%, LSTM: 6.17% - both models agree on direction)",True,NIFTY_FIN_SERVICE,0.8852470091133887,3.801841946039862,BUY
IPCALAB.NS,Ipcalab,1330.949951171875,1376.1381035362656,1402.9937744140625,1389.565938975164,STRONG BUY,90.0,37.5621314777192,70.73103401220119,3.3951804366951075,5.412962612061734,4.404071524378421,"Combined models predict a significant 4.40% price increase (ARIMA: 3.40%, LSTM: 5.41% - both models agree on direction)",True,NIFTY_PHARMA,1.081815494120329,3.3222560302580915,BUY
DIXON.NS,Dixon,14301.900390625,12962.494679276095,13359.87109375,13161.182886513048,STRONG SELL,95.0,480.8094438626534,859.5424590215956,-9.365228918996635,-6.586742119197719,-7.975985519097171,"Combined models predict a significant 7.98% price decrease (ARIMA: -9.37%, LSTM: -6.59% - both models agree on direction)",True,NIFTY_CONSUMPTION,-2.0273282998449136,-5.948657219252258,SELL
LALPATHLAB.NS,Lalpathlab,2701.800048828125,2533.41506454998,2503.775146484375,2518.595105517177,STRONG SELL,95.0,53.46742171278209,103.21557896687641,-6.232325902547088,-7.329369263637442,-6.780847583092274,"Combined models predict a significant 6.78% price decrease (ARIMA: -6.23%, LSTM: -7.33% - both models agree on direction)",True,NIFTY_HEALTHCARE,-2.4404825804541717,-4.3403650026381015,SELL
GUJGASLTD.NS,Gujgasltd,428.29998779296875,399.4661590873775,404.4938659667969,401.9800125270872,STRONG SELL,95.0,8.984162485616212,23.018551043551142,-6.732157255985944,-5.558282163127041,-6.145219709556493,"Combined models predict a significant 6.15% price decrease (ARIMA: -6.73%, LSTM: -5.56% - both models agree on direction)",True,NIFTY_OIL_AND_GAS,0.5844314292767782,-6.729651138833271,SELL
MARICO.NS,Marico,709.9500122070312,677.910279926944,657.4097290039062,667.6600044654251,STRONG SELL,95.0,9.97935465833606,21.620615831034605,-4.512956085525643,-7.4005609267886765,-5.95675850615716,"Combined models predict a significant 5.96% price decrease (ARIMA: -4.51%, LSTM: -7.40% - both models agree on direction)",True,NIFTY_CONSUMER,-2.664964349095658,-3.2917941570615024,SELL
SAREGAMA.NS,Saregama,524.0499877929688,499.425897048902,496.8074035644531,498.11665030667757,STRONG SELL,90.0,15.423381695341506,30.350012322612752,-4.698805708930716,-5.198470539661206,-4.948638124295961,"Combined models predict a significant 4.95% price decrease (ARIMA: -4.70%, LSTM: -5.20% - both models agree on direction)",True,NIFTY_MEDIA,-0.8421930547771421,-4.106445069518819,SELL
POWERGRID.NS,Powergrid,304.1000061035156,289.529531655672,294.4079895019531,291.9687605788125,STRONG SELL,90.0,5.224732078266259,11.255193595775832,-4.791343030385821,-3.1871148987295115,-3.9892289645576757,"Combined models predict a significant 3.99% price decrease (ARIMA: -4.79%, LSTM: -3.19% - both models agree on direction)",True,NIFTY_ENERGY,-0.8683589522072237,-3.1208700123504522,SELL
NESTLEIND.NS,Nestleind,2361.39990234375,2274.5665750087915,2267.069091796875,2270.8178334028335,STRONG SELL,90.0,27.080989174048415,50.471988928972856,-3.677197040991415,-3.9946986723108293,-3.8359478566511127,"Combined models predict a significant 3.84% price decrease (ARIMA: -3.68%, LSTM: -3.99% - both models agree on direction)",True,NIFTY_CONSUMER,-2.664964349095658,-1.1709835075554547,SELL
HINDUNILVR.NS,Hindunilvr,2366.14990234375,2288.522699583772,2265.689697265625,2277.1061984246985,STRONG SELL,90.0,28.4037256277206,57.15498277317167,-3.2807390048739378,-4.24572445636753,-3.7632317306207335,"Combined models predict a significant 3.76% price decrease (ARIMA: -3.28%, LSTM: -4.25% - both models agree on direction)",True,NIFTY_CONSUMER,-2.664964349095658,-1.0982673815250754,SELL
