ticker,company_name,current_price,arima_prediction,lstm_prediction,combined_prediction,recommendation,confidence,arima_error,lstm_error,arima_change_pct,lstm_change_pct,combined_change_pct,combined_explanation,models_agree,sector,sector_avg_change,relative_to_sector,category
MUTHOOTFIN.NS,Muthootfin,2051.0,2155.693232293733,2248.5576171875,2202.125424740617,STRONG BUY,95.0,44.6867818096911,93.59337018357714,5.104496942649109,9.632258273403218,7.368377608026175,"Combined models predict a significant 7.37% price increase (ARIMA: 5.10%, LSTM: 9.63% - both models agree on direction)",True,NIFTY_FIN_SERVICE,-2.952781361214169,10.321158969240344,BUY
MAXHEALTH.NS,Maxhealth,1074.0999755859375,1128.984199711354,1088.8341064453125,1108.9091530783332,STRONG BUY,90.0,28.789938955174488,67.02094126594339,5.109787298475296,1.37176530995984,3.240776304217568,"Combined models predict a significant 3.24% price increase (ARIMA: 5.11%, LSTM: 1.37% - both models agree on direction)",True,NIFTY_HEALTHCARE,-2.109382516651404,5.350158820868971,BUY
TCS.NS,Tcs,3248.199951171875,3253.998448900176,3332.008056640625,3293.0032527704006,BUY,85.0,57.40158004613385,136.2536982909568,0.1785141867947163,2.5801399768666946,1.3793270818307124,"Combined models predict a moderate 1.38% price increase (ARIMA: 0.18%, LSTM: 2.58% - both models agree on direction)",True,NIFTY_IT,-1.2444775337146932,2.6238046155454056,BUY
DIXON.NS,Dixon,14931.0,13288.677435711079,13867.19921875,13577.938327230539,STRONG SELL,95.0,484.0930192530548,1000.589284087677,-10.999414401506403,-7.124779192619382,-9.0620967970629,"Combined models predict a significant 9.06% price decrease (ARIMA: -11.00%, LSTM: -7.12% - both models agree on direction)",True,NIFTY_CONSUMPTION,-3.133976182929416,-5.9281206141334835,SELL
LAURUSLABS.NS,Lauraslabs,625.1500244140625,557.3045186013986,580.7741088867188,569.0393137440587,STRONG SELL,95.0,17.18026599065901,32.78064124367255,-10.852675863886237,-7.0984425808726765,-8.975559222379449,"Combined models predict a significant 8.98% price decrease (ARIMA: -10.85%, LSTM: -7.10% - both models agree on direction)",True,NIFTY_PHARMA,-3.0662496489898325,-5.909309573389616,SELL
CHOLAFIN.NS,Cholafin,1560.300048828125,1425.1489316444952,1421.9503173828125,1423.5496245136537,STRONG SELL,95.0,31.955510338436426,59.14456408196894,-8.661867137999263,-8.866867084265047,-8.764367111132163,"Combined models predict a significant 8.76% price decrease (ARIMA: -8.66%, LSTM: -8.87% - both models agree on direction)",True,NIFTY_FIN_SERVICE,-2.952781361214169,-5.8115857499179935,SELL
SONACOMS.NS,Sonacoms,462.54998779296875,408.203832885666,438.0627136230469,423.1332732543564,STRONG SELL,95.0,11.935260282081678,24.653222248650536,-11.74925010086205,-5.293973584727897,-8.521611842794972,"Combined models predict a significant 8.52% price decrease (ARIMA: -11.75%, LSTM: -5.29% - both models agree on direction)",True,NIFTY_AUTO,-4.489854980995634,-4.031756861799337,SELL
MRF.NS,Mrf,122905.0,113086.37700125994,112557.421875,112821.89943812997,STRONG SELL,95.0,1555.9783227381383,4096.160995072209,-7.98879052824544,-8.419167751515397,-8.203979139880419,"Combined models predict a significant 8.20% price decrease (ARIMA: -7.99%, LSTM: -8.42% - both models agree on direction)",True,NIFTY_AUTO,-4.489854980995634,-3.7141241588847844,SELL
INDUSINDBK.NS,Indusindbk,735.9000244140625,675.0840806611916,677.6724243164062,676.3782524887989,STRONG SELL,95.0,30.472128576749267,70.45766643248456,-8.264158409465159,-7.912433505355318,-8.088295957410239,"Combined models predict a significant 8.09% price decrease (ARIMA: -8.26%, LSTM: -7.91% - both models agree on direction)",True,NIFTY_BANK,-3.869858209288791,-4.218437748121447,SELL
PVRINOX.NS,Pvrinox,945.7999877929688,871.8276680126135,874.421142578125,873.1244052953692,STRONG SELL,95.0,27.725837314739266,64.59503576804278,-7.8211377389600365,-7.546928117582959,-7.684032928271497,"Combined models predict a significant 7.68% price decrease (ARIMA: -7.82%, LSTM: -7.55% - both models agree on direction)",True,NIFTY_MEDIA,-4.495480228478617,-3.18855269979288,SELL
PRESTIGE.NS,Prestige,1198.5,1067.9356446062832,1144.923828125,1106.4297363656415,STRONG SELL,95.0,40.22516187261741,92.54574675358941,-10.893980425007662,-4.470268825615353,-7.682124625311516,"Combined models predict a significant 7.68% price decrease (ARIMA: -10.89%, LSTM: -4.47% - both models agree on direction)",True,NIFTY_REALTY,-4.562564401917896,-3.11956022339362,SELL
HDFCAMC.NS,Hdfcamc,4133.10009765625,3789.3453828365346,3911.4072265625,3850.3763046995173,STRONG SELL,95.0,80.54838189691466,149.71198707314366,-8.317115644371832,-5.363839874564494,-6.840477759468164,"Combined models predict a significant 6.84% price decrease (ARIMA: -8.32%, LSTM: -5.36% - both models agree on direction)",True,NIFTY_FIN_SERVICE,-2.952781361214169,-3.8876963982539947,SELL
OBEROIRLTY.NS,Oberoirlty,1624.699951171875,1496.3640110761462,1536.47021484375,1516.417112959948,STRONG SELL,95.0,46.95524120854612,113.84049000441684,-7.89905483798173,-5.430524957207393,-6.664789897594561,"Combined models predict a significant 6.66% price decrease (ARIMA: -7.90%, LSTM: -5.43% - both models agree on direction)",True,NIFTY_REALTY,-4.562564401917896,-2.102225495676665,SELL
