ticker,company_name,current_price,arima_prediction,lstm_prediction,combined_prediction,recommendation,confidence,arima_error,lstm_error,arima_change_pct,lstm_change_pct,combined_change_pct,combined_explanation,models_agree,sentiment_signal,sentiment_score,sentiment_confidence,news_count,technical_signal,enhanced_recommendation,enhanced_confidence,agreement_status,original_recommendation,original_confidence,sector,sector_avg_change,relative_to_sector
COFORGE.NS,Coforge,1938.300048828125,1921.3255501043652,1881.689697265625,1901.507623684995,SELL,85.0,36.49197058165475,106.65906247375382,-0.8757415413584897,-2.920618590332596,-1.8981800658455485,"Combined models predict a moderate 1.90% price decrease (ARIMA: -0.88%, LSTM: -2.92% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,SELL,85.0,TECHNICAL_ONLY,SELL,85.0,NIFTY_IT,-0.12530686224325296,-1.7728732036022956
TCS.NS,Tcs,3400.800048828125,3426.0417933857902,3473.77685546875,3449.90932442727,BUY,85.0,45.634999981113175,123.18404742099138,0.742229598778183,2.1458717240895107,1.44405066143384,"Combined models predict a moderate 1.44% price increase (ARIMA: 0.74%, LSTM: 2.15% - both models agree on direction)",True,BUY,0.28699838372548425,73.50855600401704,6,BUY,STRONG BUY,95.0,BULLISH_AGREEMENT,BUY,85.0,NIFTY_IT,-0.12530686224325296,1.569357523677093
PERSISTENT.NS,Persistent,5950.5,6028.708922746369,6007.0732421875,6017.891082466935,BUY,85.0,129.1180917713843,300.1601961229707,1.3143252289113412,0.9507308997143098,1.1325280643128255,"Combined models predict a moderate 1.13% price increase (ARIMA: 1.31%, LSTM: 0.95% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,BUY,BUY,85.0,TECHNICAL_ONLY,BUY,85.0,NIFTY_IT,-0.12530686224325296,1.2578349265560784
MPHASIS.NS,Mphasis,2882.800048828125,2882.0486562107526,2738.511474609375,2810.280065410064,SELL,85.0,54.2556080056255,139.20161355066557,-0.02606468033320065,-5.005153731609105,-2.515609205971153,"Combined models predict a moderate 2.52% price decrease (ARIMA: -0.03%, LSTM: -5.01% - both models agree on direction)",True,NEUTRAL,0.0,40.0,1,SELL,SELL,85.0,TECHNICAL_ONLY,SELL,85.0,NIFTY_IT,-0.12530686224325296,-2.3903023437279
WIPRO.NS,Wipro,267.04998779296875,264.1014814988262,266.92578125,265.5136313744131,HOLD,80.0,4.667075833218696,9.045561395092752,-1.1041027631232734,-0.04651059675952559,-0.5753066799414102,"Combined models predict relatively stable price (change: -0.58%) (ARIMA: -1.10%, LSTM: -0.05% - both models agree on direction)",True,NEUTRAL,0.10545391776561737,56.005297129792595,4,SELL,HOLD,80.0,TECHNICAL_ONLY,HOLD,80.0,NIFTY_IT,-0.12530686224325296,-0.4499998176981572
HCLTECH.NS,Hcltech,1711.9000244140625,1717.6529791178748,1725.4776611328125,1721.5653201253435,HOLD,80.0,28.380519974911422,66.49612863661476,0.33605669850851105,0.7931325734630598,0.5645946359857786,"Combined models predict relatively stable price (change: 0.56%) (ARIMA: 0.34%, LSTM: 0.79% - both models agree on direction)",True,BUY,0.22370875625610354,67.7476859488745,3,BUY,STRONG BUY,95.0,BULLISH_AGREEMENT,HOLD,80.0,NIFTY_IT,-0.12530686224325296,0.6899014982290316
TECHM.NS,Techm,1671.9000244140625,1669.1419370539504,1671.592041015625,1670.3669890347878,HOLD,80.0,26.604158941606556,65.70745263754955,-0.16496724205017527,-0.018421161190271318,-0.09169420162021648,"Combined models predict relatively stable price (change: -0.09%) (ARIMA: -0.16%, LSTM: -0.02% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,HOLD,80.0,TECHNICAL_ONLY,HOLD,80.0,NIFTY_IT,-0.12530686224325296,0.033612660623036486
INFY.NS,Infy,1618.699951171875,1604.0554696962336,1614.821533203125,1609.4385014496793,HOLD,80.0,27.280794961644958,57.113059534977886,-0.9047063642053867,-0.23960079605501802,-0.5721535801302023,"Combined models predict relatively stable price (change: -0.57%) (ARIMA: -0.90%, LSTM: -0.24% - both models agree on direction)",True,SELL,-0.11843414525413512,73.23644901086203,10,SELL,STRONG SELL,95.0,BEARISH_AGREEMENT,HOLD,80.0,NIFTY_IT,-0.12530686224325296,-0.4468467178869494
BSOFT.NS,Bsoft,438.29998779296875,439.42404114352854,443.24786376953125,441.33595245652987,HOLD,80.0,9.433729558196568,22.481034930066333,0.25645753635994584,1.1288788761955504,0.6926682062777416,"Combined models predict relatively stable price (change: 0.69%) (ARIMA: 0.26%, LSTM: 1.13% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,BUY,HOLD,80.0,TECHNICAL_ONLY,HOLD,80.0,UNKNOWN,2.233447739629762,-1.5407795333520202
HUDCO.NS,Hudco,231.00999450683594,240.0813459310049,239.37632751464844,239.72883672282666,STRONG BUY,90.0,5.374026085300345,11.461078359354888,3.92682205959731,3.6216324863662672,3.7742272729817823,"Combined models predict a significant 3.77% price increase (ARIMA: 3.93%, LSTM: 3.62% - both models agree on direction)",True,NEUTRAL,0.0,50.0,0,BUY,STRONG BUY,95.0,TECHNICAL_ONLY,STRONG BUY,95.0,UNKNOWN,2.233447739629762,1.5407795333520204
SUNTV.NS,Suntv,590.5,594.1816246530447,602.400634765625,598.2911297093349,BUY,85.0,11.272096396457965,24.1866986689345,0.623475809152354,2.0153488172099916,1.3194123131811824,"Combined models predict a moderate 1.32% price increase (ARIMA: 0.62%, LSTM: 2.02% - both models agree on direction)",True,NEUTRAL,0.0,50.0,0,BUY,BUY,85.0,TECHNICAL_ONLY,BUY,85.0,NIFTY_MEDIA,-0.6719983717048648,1.9914106848860471
PVRINOX.NS,Pvrinox,978.1500244140625,965.0864557087485,961.8423461914062,963.4644009500773,SELL,85.0,22.506713179230356,42.14292178490632,-1.335538350892481,-1.6671960144789628,-1.5013671826857276,"Combined models predict a moderate 1.50% price decrease (ARIMA: -1.34%, LSTM: -1.67% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,SELL,85.0,TECHNICAL_ONLY,SELL,85.0,NIFTY_MEDIA,-0.6719983717048648,-0.8293688109808628
NAZARA.NS,Nazara,1376.0999755859375,1300.7022773072356,1333.3729248046875,1317.0376010559617,STRONG SELL,90.0,18.814861615518698,44.76210210891847,-5.479085794373181,-3.1049379797464938,-4.292011887059829,"Combined models predict a significant 4.29% price decrease (ARIMA: -5.48%, LSTM: -3.10% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,STRONG SELL,95.0,TECHNICAL_ONLY,STRONG SELL,95.0,NIFTY_MEDIA,-0.6719983717048648,-3.620013515354964
NETWORK18.NS,Network18,58.11000061035156,58.39724567890934,60.2140998840332,59.30567278147127,BUY,85.0,1.5570814000435886,3.0489719144327605,0.4943126235428248,3.6208901249035987,2.0576013742232115,"Combined models predict a moderate 2.06% price increase (ARIMA: 0.49%, LSTM: 3.62% - both models agree on direction)",True,NEUTRAL,0.0,50.0,0,BUY,BUY,85.0,TECHNICAL_ONLY,BUY,85.0,NIFTY_MEDIA,-0.6719983717048648,2.729599745928076
DISHTV.NS,Dishtv,5.0,4.996231561588876,4.706670761108398,4.851451161348637,SELL,85.0,0.16342866060604241,0.42051535551687613,-0.07536876822248573,-5.866584777832031,-2.9709767730272674,"Combined models predict a moderate 2.97% price decrease (ARIMA: -0.08%, LSTM: -5.87% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,SELL,85.0,TECHNICAL_ONLY,SELL,85.0,NIFTY_MEDIA,-0.6719983717048648,-2.298978401322403
SBIN.NS,Sbin,807.0999755859375,819.3615353185392,821.4322509765625,820.3968931475508,BUY,85.0,10.39738320624853,28.0660850645108,1.5192120063812442,1.7757744795147679,1.647493242948006,"Combined models predict a moderate 1.65% price increase (ARIMA: 1.52%, LSTM: 1.78% - both models agree on direction)",True,SELL,-0.20699817378520968,70.27495354330722,4,BUY,HOLD,65.0,CONFLICTING_SIGNALS,BUY,85.0,NIFTY_PSU_BANK,-0.0010827762125749096,1.648576019160581
HDFCBANK.NS,Hdfcbank,1987.0999755859375,2014.0902092329509,2011.1199951171875,2012.605102175069,BUY,85.0,21.827755204795913,41.395938014403086,1.3582725569233,1.208797736720177,1.2835351468217329,"Combined models predict a moderate 1.28% price increase (ARIMA: 1.36%, LSTM: 1.21% - both models agree on direction)",True,BUY,0.21751991209602356,83.59701660414447,10,BUY,STRONG BUY,95.0,BULLISH_AGREEMENT,BUY,85.0,NIFTY_BANK,0.22794801246021462,1.0555871343615182
KOTAKBANK.NS,Kotakbank,2126.60009765625,2178.4950382565894,2213.27197265625,2195.8835054564197,STRONG BUY,90.0,29.914454098926033,63.15256277702232,2.4402773543334924,4.075607590516057,3.257942472424774,"Combined models predict a significant 3.26% price increase (ARIMA: 2.44%, LSTM: 4.08% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,BUY,STRONG BUY,95.0,TECHNICAL_ONLY,STRONG BUY,95.0,NIFTY_BANK,0.22794801246021462,3.029994459964559
IDFCFIRSTB.NS,Idfcfirstb,77.66000366210938,76.74445131100784,72.3308334350586,74.53764237303321,STRONG SELL,90.0,1.3110748998968857,2.7423116615015104,-1.178923909255802,-6.862181271890545,-4.020552590573183,"Combined models predict a significant 4.02% price decrease (ARIMA: -1.18%, LSTM: -6.86% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,STRONG SELL,95.0,TECHNICAL_ONLY,STRONG SELL,95.0,NIFTY_BANK,0.22794801246021462,-4.248500603033397
ICICIBANK.NS,Icicibank,1425.9000244140625,1434.0075880945287,1447.1656494140625,1440.5866187542956,BUY,85.0,16.501980745727106,32.09992051734093,0.5685927162949469,1.4913826099931915,1.0299876631440692,"Combined models predict a moderate 1.03% price increase (ARIMA: 0.57%, LSTM: 1.49% - both models agree on direction)",True,NEUTRAL,0.0,40.0,1,BUY,BUY,85.0,TECHNICAL_ONLY,BUY,85.0,NIFTY_BANK,0.22794801246021462,0.8020396506838545
BANDHANBNK.NS,Bandhanbnk,183.92999267578125,186.91359132109457,189.08567810058594,187.99963471084027,BUY,85.0,3.5703719914242598,7.297887275748767,1.622138185245621,2.8030694449560296,2.212603815100833,"Combined models predict a moderate 2.21% price increase (ARIMA: 1.62%, LSTM: 2.80% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,BUY,BUY,85.0,TECHNICAL_ONLY,BUY,85.0,NIFTY_PVT_BANK,1.1846711605898852,1.027932654510948
ICICIGI.NS,Icicigi,2034.0999755859375,2063.5766524246505,2048.017333984375,2055.7969932045125,BUY,85.0,31.598574536189513,57.49641924906332,1.449126256944282,0.6842022794100129,1.066664268177136,"Combined models predict a moderate 1.07% price increase (ARIMA: 1.45%, LSTM: 0.68% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,BUY,BUY,85.0,TECHNICAL_ONLY,BUY,85.0,NIFTY_FIN_SERVICE,1.3491377291611104,-0.2824734609839743
SBILIFE.NS,Sbilife,1810.199951171875,1861.2506495979487,1852.192626953125,1856.7216382755369,BUY,85.0,24.193889187673406,51.57752128387524,2.820169031218063,2.3197810691611758,2.5699750501896195,"Combined models predict a moderate 2.57% price increase (ARIMA: 2.82%, LSTM: 2.32% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,BUY,BUY,85.0,TECHNICAL_ONLY,BUY,85.0,NIFTY_FIN_SERVICE,1.3491377291611104,1.220837321028509
IEX.NS,Iex,197.75,192.6903014073768,193.32058715820312,193.00544428278997,SELL,85.0,3.803677224453913,7.488457727183452,-2.558633928001614,-2.239905356155183,-2.3992696420783988,"Combined models predict a moderate 2.40% price decrease (ARIMA: -2.56%, LSTM: -2.24% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,SELL,85.0,TECHNICAL_ONLY,SELL,85.0,NIFTY_FIN_SERVICE,1.3491377291611104,-3.748407371239509
HDFCLIFE.NS,Hdfclife,785.8499755859375,809.0016973027401,806.939208984375,807.9704531435575,BUY,85.0,9.786452748571323,16.776378373629836,2.9460739881731848,2.683620799595134,2.814847393884152,"Combined models predict a moderate 2.81% price increase (ARIMA: 2.95%, LSTM: 2.68% - both models agree on direction)",True,NEUTRAL,0.0,40.0,2,BUY,BUY,85.0,TECHNICAL_ONLY,BUY,85.0,NIFTY_FIN_SERVICE,1.3491377291611104,1.4657096647230414
M&MFIN.NS,M&mfin,266.5,266.79350886166594,273.1439208984375,269.9687148800517,BUY,85.0,5.351138803125569,11.118477385645926,0.11013465728553146,2.493028479713884,1.3015815684997076,"Combined models predict a moderate 1.30% price increase (ARIMA: 0.11%, LSTM: 2.49% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,BUY,BUY,85.0,TECHNICAL_ONLY,BUY,85.0,NIFTY_FIN_SERVICE,1.3491377291611104,-0.04755616066140278
RECLTD.NS,Recltd,393.1499938964844,400.39752327697596,395.8977355957031,398.14762943633957,BUY,85.0,9.907869434024114,18.861419934727067,1.843451479844063,0.6989041693695728,1.271177824606825,"Combined models predict a moderate 1.27% price increase (ARIMA: 1.84%, LSTM: 0.70% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,BUY,BUY,85.0,TECHNICAL_ONLY,BUY,85.0,NIFTY_FIN_SERVICE,1.3491377291611104,-0.07795990455428536
ICICIPRULI.NS,Icicipruli,639.9000244140625,660.2409080640549,662.7153930664062,661.4781505652306,STRONG BUY,90.0,9.292580672812695,23.779680185913893,3.178759630243482,3.5654583187795788,3.37210897451154,"Combined models predict a significant 3.37% price increase (ARIMA: 3.18%, LSTM: 3.57% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,BUY,STRONG BUY,95.0,TECHNICAL_ONLY,STRONG BUY,95.0,NIFTY_FIN_SERVICE,1.3491377291611104,2.0229712453504294
BAJAJFINSV.NS,Bajajfinsv,1980.699951171875,2053.788763792468,2012.613525390625,2033.2011445915466,BUY,85.0,34.26624070032118,62.63848321079858,3.690049700730817,1.6112270917090914,2.6506383962199545,"Combined models predict a moderate 2.65% price increase (ARIMA: 3.69%, LSTM: 1.61% - both models agree on direction)",True,NEUTRAL,0.0,40.0,2,BUY,BUY,85.0,TECHNICAL_ONLY,BUY,85.0,NIFTY_FIN_SERVICE,1.3491377291611104,1.301500667058844
BAJFINANCE.NS,Bajfinance,910.1500244140625,935.3839596787705,932.75,934.0669798393852,BUY,85.0,14.038611183448163,25.580347726639854,2.7725028388537467,2.483104431105953,2.62780363497985,"Combined models predict a moderate 2.63% price increase (ARIMA: 2.77%, LSTM: 2.48% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,BUY,BUY,85.0,TECHNICAL_ONLY,BUY,85.0,NIFTY_FIN_SERVICE,1.3491377291611104,1.2786659058187397
CHOLAFIN.NS,Cholafin,1527.0999755859375,1601.1018794598958,1625.453125,1613.277502229948,STRONG BUY,95.0,34.87287632283805,57.508767342013144,4.845910880560673,6.440518039843796,5.643214460202235,"Combined models predict a significant 5.64% price increase (ARIMA: 4.85%, LSTM: 6.44% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,BUY,STRONG BUY,95.0,TECHNICAL_ONLY,STRONG BUY,95.0,NIFTY_FIN_SERVICE,1.3491377291611104,4.294076731041125
LODHA.NS,Lodha,1368.9000244140625,1393.3731372787336,1399.849853515625,1396.6114953971792,BUY,85.0,35.40416232848132,65.78863100133479,1.7877940264590484,2.2609269157409884,2.0243604711000103,"Combined models predict a moderate 2.02% price increase (ARIMA: 1.79%, LSTM: 2.26% - both models agree on direction)",True,NEUTRAL,0.0,50.0,0,BUY,BUY,85.0,TECHNICAL_ONLY,BUY,85.0,NIFTY_REALTY,2.8162627326541463,-0.791902261554136
GODREJPROP.NS,Godrejprop,2266.10009765625,2315.431149131615,2385.45751953125,2350.4443343314324,STRONG BUY,90.0,54.65722291416818,107.5002121121392,2.176914052754608,5.267085156496278,3.721999604625443,"Combined models predict a significant 3.72% price increase (ARIMA: 2.18%, LSTM: 5.27% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,BUY,STRONG BUY,95.0,TECHNICAL_ONLY,STRONG BUY,95.0,NIFTY_REALTY,2.8162627326541463,0.9057368719712966
PRESTIGE.NS,Prestige,1600.800048828125,1632.414988448892,1723.4678955078125,1677.9414419783523,STRONG BUY,90.0,35.17124369736737,89.6423977381253,1.9749461929308982,7.662908729262422,4.81892746109666,"Combined models predict a significant 4.82% price increase (ARIMA: 1.97%, LSTM: 7.66% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,BUY,STRONG BUY,95.0,TECHNICAL_ONLY,STRONG BUY,95.0,NIFTY_REALTY,2.8162627326541463,2.0026647284425136
OBEROIRLTY.NS,Oberoirlty,1871.0,1916.4707631865283,1935.7513427734375,1926.111052979983,BUY,85.0,37.66006628083548,81.15731791909366,2.430291992866291,3.460787962236104,2.9455399775512032,"Combined models predict a moderate 2.95% price increase (ARIMA: 2.43%, LSTM: 3.46% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,BUY,BUY,85.0,TECHNICAL_ONLY,BUY,85.0,NIFTY_REALTY,2.8162627326541463,0.12927724489705694
