ticker,company_name,current_price,arima_prediction,lstm_prediction,combined_prediction,recommendation,confidence,arima_error,lstm_error,arima_change_pct,lstm_change_pct,combined_change_pct,combined_explanation,models_agree,original_recommendation,original_confidence,sentiment_signal,sentiment_score,sentiment_confidence,news_count,sentiment_breakdown,sector,enhancement_status,sector_avg_change,relative_to_sector
BRITANNIA,Britannia,5882.0,5875.350189145175,5803.1025390625,5839.226364103837,HOLD,80.0,63.69708436525789,120.76206934897458,-0.11305356774608745,-1.3413373161764706,-0.7271954419612867,"Combined models predict relatively stable price (change: -0.73%) (ARIMA: -0.11%, LSTM: -1.34% - both models agree on direction)",True,HOLD,80.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,-0.7607916117478578
NTPC,Ntpc,344.0,337.4745405365778,336.1942138671875,336.83437720188266,SELL,85.0,5.053319652678918,9.595218465982658,-1.8969358905297038,-2.2691238758175873,-2.0830298831736456,"Combined models predict a moderate 2.08% price decrease (ARIMA: -1.90%, LSTM: -2.27% - both models agree on direction)",True,SELL,85.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,-2.1166260529602168
POWERGRID,Powergrid,299.6499938964844,295.6854569698119,298.5345153808594,297.1099861753356,HOLD,80.0,4.637777541377019,9.40905536704194,-1.3230559010263223,-0.3722604833458958,-0.8476581921861187,"Combined models predict relatively stable price (change: -0.85%) (ARIMA: -1.32%, LSTM: -0.37% - both models agree on direction)",True,HOLD,80.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,-0.8812543619726898
ADANIENSOL,Adaniensol,890.1500244140625,883.2373537028825,865.9578247070312,874.5975892049569,SELL,85.0,19.844333644028534,40.79167387488127,-0.7765736697845103,-2.7177665610867856,-1.7471701154356478,"Combined models predict a moderate 1.75% price decrease (ARIMA: -0.78%, LSTM: -2.72% - both models agree on direction)",True,SELL,85.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,-1.780766285222219
IOC,Ioc,150.25,153.9462808559063,150.6676483154297,152.306964585668,BUY,85.0,2.120655473054665,3.8746380982249407,2.460087092117344,0.2779689287385607,1.3690280104279524,"Combined models predict a moderate 1.37% price increase (ARIMA: 2.46%, LSTM: 0.28% - both models agree on direction)",True,BUY,85.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,1.3354318406413812
GAIL,Gail,185.02999877929688,193.243565331722,196.29177856445312,194.76767194808758,STRONG BUY,95.0,3.5425352586110854,8.985361519254091,4.439045888025027,6.086461578908218,5.262753733466631,"Combined models predict a significant 5.26% price increase (ARIMA: 4.44%, LSTM: 6.09% - both models agree on direction)",True,STRONG BUY,95.0,BEARISH,0.3245474696159363,0.3245474696159363,1,"{'positive': 0, 'negative': 1, 'neutral': 0}",UNKNOWN,NEUTRAL_SENTIMENT,0.033596169786571116,5.22915756368006
JIOFIN,Jiofin,329.8500061035156,328.1502190510053,328.02850341796875,328.089361234487,HOLD,80.0,5.400897720203884,11.635020873524107,-0.5153212129930592,-0.5522215103355915,-0.533771361664334,"Combined models predict relatively stable price (change: -0.53%) (ARIMA: -0.52%, LSTM: -0.55% - both models agree on direction)",True,HOLD,80.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,-0.5673675314509051
ATGL,Atgl,650.9000244140625,655.9077874838878,669.8004760742188,662.8541317790532,BUY,85.0,14.796488378346403,25.858336759265146,0.7693597913647707,2.903741120177459,1.8365504557711059,"Combined models predict a moderate 1.84% price increase (ARIMA: 0.77%, LSTM: 2.90% - both models agree on direction)",True,BUY,85.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,1.8029542859845347
GUJGASLTD,Gujgasltd,478.20001220703125,485.14580269509617,491.4592590332031,488.3025308641496,BUY,85.0,8.04260323957811,20.94591317329941,1.452486472346181,2.7727407962573274,2.112613634301748,"Combined models predict a moderate 2.11% price increase (ARIMA: 1.45%, LSTM: 2.77% - both models agree on direction)",True,BUY,85.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,2.079017464515177
LTTS,Ltts,4314.39990234375,4375.107853450288,4415.146484375,4395.127168912644,BUY,85.0,99.27153007823122,209.57473337740188,1.4071006972153577,2.3351238714918505,1.8711122843536148,"Combined models predict a moderate 1.87% price increase (ARIMA: 1.41%, LSTM: 2.34% - both models agree on direction)",True,BUY,85.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,1.8375161145670436
TCS,Tcs,3383.800048828125,3410.7715480246015,3439.43798828125,3425.1047681529258,BUY,85.0,44.694814004051594,119.67789330138703,0.7970772151805274,1.6442443007941172,1.220660757987322,"Combined models predict a moderate 1.22% price increase (ARIMA: 0.80%, LSTM: 1.64% - both models agree on direction)",True,BUY,85.0,BEARISH,0.3143990536530813,0.3143990536530813,2,"{'positive': 0, 'negative': 2, 'neutral': 0}",UNKNOWN,NEGATIVE_SENTIMENT_OVERRIDE,0.033596169786571116,1.187064588200751
PERSISTENT,Persistent,5724.0,5841.315386187815,6024.92138671875,5933.118386453283,STRONG BUY,90.0,125.91708249308014,318.88194813658083,2.049535048703973,5.257187049593816,3.6533610491489026,"Combined models predict a significant 3.65% price increase (ARIMA: 2.05%, LSTM: 5.26% - both models agree on direction)",True,STRONG BUY,95.0,WEAK_BEARISH,0.20157992839813232,0.20157992839813232,1,"{'positive': 0, 'negative': 1, 'neutral': 0}",UNKNOWN,NEUTRAL_SENTIMENT,0.033596169786571116,3.6197648793623314
MPHASIS,Mphasis,2863.89990234375,2870.25746864793,2889.84033203125,2880.04890033959,HOLD,80.0,53.54762229898516,141.66721872842203,0.22198982230409994,0.9057729170726584,0.5638813696883791,"Combined models predict relatively stable price (change: 0.56%) (ARIMA: 0.22%, LSTM: 0.91% - both models agree on direction)",True,HOLD,80.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,0.530285199901808
LTIM,Ltim,5329.5,5353.827613913182,5370.87353515625,5362.350574534716,HOLD,80.0,90.72267647433549,247.54826542893073,0.4564708492950966,0.7763117582559339,0.6163913037755068,"Combined models predict relatively stable price (change: 0.62%) (ARIMA: 0.46%, LSTM: 0.78% - both models agree on direction)",True,HOLD,80.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,0.5827951339889357
BSOFT,Bsoft,429.3500061035156,432.76794428620457,445.3069763183594,439.03746030228194,BUY,85.0,9.159098322438243,24.347056451110536,0.7960726992198722,3.7165412805413003,2.2563069898805796,"Combined models predict a moderate 2.26% price increase (ARIMA: 0.80%, LSTM: 3.72% - both models agree on direction)",True,BUY,85.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,2.2227108200940084
HCLTECH,Hcltech,1674.0,1711.0703523578525,1721.3411865234375,1716.2057694406449,BUY,85.0,28.601941385614175,67.00540673286604,2.214477440731928,2.8280278687836025,2.5212526547577583,"Combined models predict a moderate 2.52% price increase (ARIMA: 2.21%, LSTM: 2.83% - both models agree on direction)",True,BUY,85.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,2.487656484971187
TECHM,Techm,1614.800048828125,1626.0812287603355,1669.8934326171875,1647.9873306887616,BUY,85.0,26.64179309676057,67.08286901349568,0.6986115674443649,3.411777441364599,2.055194504404489,"Combined models predict a moderate 2.06% price increase (ARIMA: 0.70%, LSTM: 3.41% - both models agree on direction)",True,BUY,85.0,BULLISH,0.5214987890243531,0.5214987890243531,1,"{'positive': 1, 'negative': 0, 'neutral': 0}",UNKNOWN,BULLISH_AGREEMENT,0.033596169786571116,2.021598334617918
INFY,Infy,1633.699951171875,1626.8789799483097,1631.5274658203125,1629.2032228843111,HOLD,80.0,27.237907522725497,63.52051645667271,-0.417516767303108,-0.13297945868236985,-0.27524811299273894,"Combined models predict relatively stable price (change: -0.28%) (ARIMA: -0.42%, LSTM: -0.13% - both models agree on direction)",True,HOLD,80.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,-0.30884428277931003
SUNTV,Suntv,569.75,580.3104359175182,600.1702270507812,590.2403314841497,STRONG BUY,90.0,10.99987537715983,25.31551571917038,1.8535210035135146,5.339223703515796,3.5963723535146452,"Combined models predict a significant 3.60% price increase (ARIMA: 1.85%, LSTM: 5.34% - both models agree on direction)",True,STRONG BUY,95.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,3.562776183728074
PVRINOX,Pvrinox,1001.7999877929688,975.8133106051483,985.2015380859375,980.5074243455429,SELL,85.0,22.30799665202743,49.618007880657274,-2.5939985530515703,-1.6568626381797753,-2.1254305956156787,"Combined models predict a moderate 2.13% price decrease (ARIMA: -2.59%, LSTM: -1.66% - both models agree on direction)",True,SELL,85.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,-2.15902676540225
NAZARA,Nazara,1351.9000244140625,1342.7703807151279,1337.0048828125,1339.887631763814,HOLD,80.0,19.072385343889326,51.60237868363218,-0.6753194418271843,-1.1017931305991595,-0.8885562862131718,"Combined models predict relatively stable price (change: -0.89%) (ARIMA: -0.68%, LSTM: -1.10% - both models agree on direction)",True,HOLD,80.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,-0.9221524559997429
NETWORK18,Network18,56.029998779296875,56.09660170186351,58.63978958129883,57.36819564158117,BUY,85.0,1.5522030066343349,3.2249190768061373,0.11887011247133496,4.657845544994502,2.3883578287329117,"Combined models predict a moderate 2.39% price increase (ARIMA: 0.12%, LSTM: 4.66% - both models agree on direction)",True,BUY,85.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,2.3547616589463405
SAREGAMA,Saregama,502.25,489.91576787955273,500.997314453125,495.45654116633887,SELL,85.0,10.483302004977709,20.905814228830668,-2.455795345036788,-0.2494147430313589,-1.3526050440340736,"Combined models predict a moderate 1.35% price decrease (ARIMA: -2.46%, LSTM: -0.25% - both models agree on direction)",True,SELL,85.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,-1.3862012138206448
DISHTV,Dishtv,5.889999866485596,5.355416824772052,4.873003005981445,5.114209915376749,STRONG SELL,95.0,0.1635868274502015,0.42666545979596116,-9.076112968276085,-17.266500569735413,-13.171306769005742,"Combined models predict a significant 13.17% price decrease (ARIMA: -9.08%, LSTM: -17.27% - both models agree on direction)",True,STRONG SELL,95.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,-13.204902938792314
HATHWAY,Hathway,15.819999694824219,15.997688743006709,15.990760803222656,15.994224773114682,BUY,85.0,0.2949711765394046,0.6620804090655694,1.1231924880543707,1.079400200331893,1.1012963441931318,"Combined models predict a moderate 1.10% price increase (ARIMA: 1.12%, LSTM: 1.08% - both models agree on direction)",True,BUY,85.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,1.0677001744065606
CANBK,Canbk,113.95999908447266,114.24121753056248,114.16468048095703,114.20294900575976,HOLD,80.0,1.8987392073146976,4.629318434162094,0.24676943519574007,0.1796081064660726,0.21318877083091256,"Combined models predict relatively stable price (change: 0.21%) (ARIMA: 0.25%, LSTM: 0.18% - both models agree on direction)",True,HOLD,80.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,0.17959260104434144
BANKINDIA,Bankindia,115.91000366210938,117.72662751514784,119.16069793701172,118.44366272607978,BUY,85.0,2.4190461451717256,4.864815967335864,1.5672709823512094,2.804498466222537,2.1858847242868733,"Combined models predict a moderate 2.19% price increase (ARIMA: 1.57%, LSTM: 2.80% - both models agree on direction)",True,BUY,85.0,BEARISH,0.3245474696159363,0.3245474696159363,1,"{'positive': 0, 'negative': 1, 'neutral': 0}",UNKNOWN,NEGATIVE_SENTIMENT_OVERRIDE,0.033596169786571116,2.152288554500302
PNB,Pnb,111.0,111.69619170434716,114.27061462402344,112.98340316418529,BUY,85.0,1.8246705671726666,4.4846010286829,0.6271997336460876,2.946499661282376,1.7868496974642254,"Combined models predict a moderate 1.79% price increase (ARIMA: 0.63%, LSTM: 2.95% - both models agree on direction)",True,BUY,85.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,1.7532535276776542
UNIONBANK,Unionbank,144.58999633789062,151.9407415689795,150.63612365722656,151.28843261310303,STRONG BUY,90.0,3.185737162482732,6.427481420276296,5.083854635358726,4.181566825139697,4.632710730249212,"Combined models predict a significant 4.63% price increase (ARIMA: 5.08%, LSTM: 4.18% - both models agree on direction)",True,STRONG BUY,95.0,BEARISH,0.3245474696159363,0.3245474696159363,1,"{'positive': 0, 'negative': 1, 'neutral': 0}",UNKNOWN,NEUTRAL_SENTIMENT,0.033596169786571116,4.599114560462641
INDIANB,Indianb,638.7999877929688,644.097179762186,654.5648803710938,649.3310300666399,BUY,85.0,10.618478504031534,19.75304370448273,0.8292410880467997,2.467891809546231,1.6485664487965155,"Combined models predict a moderate 1.65% price increase (ARIMA: 0.83%, LSTM: 2.47% - both models agree on direction)",True,BUY,85.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,1.6149702790099443
HDFCBANK,Hdfcbank,2011.199951171875,1985.5522289699165,1954.5712890625,1970.0617590162083,SELL,85.0,21.750553286254203,58.15922014063282,-1.2752447705169336,-2.815665447703443,-2.0454551091101885,"Combined models predict a moderate 2.05% price decrease (ARIMA: -1.28%, LSTM: -2.82% - both models agree on direction)",True,SELL,85.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,-2.0790512788967597
KOTAKBANK,Kotakbank,2229.300048828125,2154.694901171362,2172.965576171875,2163.8302386716186,SELL,85.0,30.332413936794428,64.51864680788177,-3.3465727368543687,-2.527002710373748,-2.9367877236140485,"Combined models predict a moderate 2.94% price decrease (ARIMA: -3.35%, LSTM: -2.53% - both models agree on direction)",True,SELL,85.0,BULLISH,0.5214987890243531,0.5214987890243531,1,"{'positive': 1, 'negative': 0, 'neutral': 0}",UNKNOWN,CONFLICTING_SIGNALS,0.033596169786571116,-2.9703838934006197
CUB,Cub,218.3800048828125,219.41634826799893,222.08168029785156,220.74901428292526,BUY,85.0,3.9452635937883445,8.484330098484808,0.47455964924194954,1.695061513083793,1.0848105811628777,"Combined models predict a moderate 1.08% price increase (ARIMA: 0.47%, LSTM: 1.70% - both models agree on direction)",True,BUY,85.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,1.0512144113763064
RBLBANK,Rblbank,260.6099853515625,253.58225024488158,251.19944763183594,252.39084893835877,STRONG SELL,90.0,5.431786387983202,9.207510294622109,-2.6966484408494624,-3.6109659064029187,-3.153807173626185,"Combined models predict a significant 3.15% price decrease (ARIMA: -2.70%, LSTM: -3.61% - both models agree on direction)",True,STRONG SELL,95.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,-3.187403343412756
AXISBANK,Axisbank,1164.699951171875,1176.5955298025312,1186.0069580078125,1181.3012439051718,BUY,85.0,16.545674665933948,34.83093910800007,1.021342760312421,1.829398791894791,1.425370776103596,"Combined models predict a moderate 1.43% price increase (ARIMA: 1.02%, LSTM: 1.83% - both models agree on direction)",True,BUY,85.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,1.3917746063170249
INDUSINDBK,Indusindbk,840.75,851.9950333525383,867.6524658203125,859.8237495864254,BUY,85.0,30.867254348155114,71.46633667377759,1.3375002500788888,3.199817522487362,2.2686588862831254,"Combined models predict a moderate 2.27% price increase (ARIMA: 1.34%, LSTM: 3.20% - both models agree on direction)",True,BUY,85.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,2.235062716496554
ICICIGI,Icicigi,2020.199951171875,2027.7933458186424,2086.631103515625,2057.212224667134,BUY,85.0,31.369201433438544,66.19653051243408,0.37587341997323576,3.2883454088400854,1.832109414406666,"Combined models predict a moderate 1.83% price increase (ARIMA: 0.38%, LSTM: 3.29% - both models agree on direction)",True,BUY,85.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,1.7985132446200949
IEX,Iex,207.9600067138672,199.39099272727577,193.6829833984375,196.53698806285664,STRONG SELL,95.0,3.7788820614080327,7.8105822951911845,-4.120510535653881,-6.865273540346384,-5.492892038000132,"Combined models predict a significant 5.49% price decrease (ARIMA: -4.12%, LSTM: -6.87% - both models agree on direction)",True,STRONG SELL,95.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,-5.526488207786703
PEL,Pel,1162.0999755859375,1156.1764425026367,1136.3087158203125,1146.2425791614746,SELL,85.0,22.438898118826025,46.14979348217922,-0.5097266334864239,-2.2193666902557934,-1.3645466618711084,"Combined models predict a moderate 1.36% price decrease (ARIMA: -0.51%, LSTM: -2.22% - both models agree on direction)",True,SELL,85.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,-1.3981428316576796
HDFCLIFE,Hdfclife,786.2999877929688,790.4206491477044,791.0064697265625,790.7135594371334,HOLD,80.0,9.645170278420556,18.00665569296865,0.5240571561372789,0.5985606011268255,0.5613088786320523,"Combined models predict relatively stable price (change: 0.56%) (ARIMA: 0.52%, LSTM: 0.60% - both models agree on direction)",True,HOLD,80.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,0.5277127088454812
M&MFIN,M&mfin,270.29998779296875,268.3964242542627,269.3824768066406,268.88945053045165,HOLD,80.0,5.130563775711655,9.997967111607663,-0.7042410746108009,-0.33944174168105234,-0.5218414081459266,"Combined models predict relatively stable price (change: -0.52%) (ARIMA: -0.70%, LSTM: -0.34% - both models agree on direction)",True,HOLD,80.0,BULLISH,0.5214987890243531,0.5214987890243531,1,"{'positive': 1, 'negative': 0, 'neutral': 0}",UNKNOWN,NEUTRAL_SENTIMENT,0.033596169786571116,-0.5554375779324977
RECLTD,Recltd,391.54998779296875,391.89389212029545,416.1625061035156,404.02819911190556,STRONG BUY,90.0,9.579034063054017,28.75726054978623,0.08783152548801411,6.28591982578753,3.186875675637779,"Combined models predict a significant 3.19% price increase (ARIMA: 0.09%, LSTM: 6.29% - both models agree on direction)",True,STRONG BUY,95.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,3.153279505851208
ICICIPRULI,Icicipruli,680.3499755859375,665.2328133864636,647.3729248046875,656.3028690955755,STRONG SELL,90.0,9.44967162243644,21.36849399483931,-2.221968507672035,-4.847071649094892,-3.534520078383472,"Combined models predict a significant 3.53% price decrease (ARIMA: -2.22%, LSTM: -4.85% - both models agree on direction)",True,STRONG SELL,95.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,-3.568116248170043
BAJAJFINSV,Bajajfinsv,2026.4000244140625,2004.8678968772438,1967.1021728515625,1985.9850348644031,SELL,85.0,34.016785868091006,73.03682859138725,-1.0625803038590464,-2.926265833403061,-1.9944230686310536,"Combined models predict a moderate 1.99% price decrease (ARIMA: -1.06%, LSTM: -2.93% - both models agree on direction)",True,SELL,85.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,-2.0280192384176248
BAJFINANCE,Bajfinance,940.5999755859375,924.0049001253905,919.5791015625,921.7920008439453,SELL,85.0,14.029367480004385,24.886517697176192,-1.7643074517633597,-2.2348367604775614,-1.9995721061204546,"Combined models predict a moderate 2.00% price decrease (ARIMA: -1.76%, LSTM: -2.23% - both models agree on direction)",True,SELL,85.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,-2.0331682759070255
HDFCAMC,Hdfcamc,5141.0,5003.314039537463,5102.5537109375,5052.9338752374815,SELL,85.0,86.20637055240003,182.99010272008047,-2.67819413465351,-0.7478367839428126,-1.7130154592981617,"Combined models predict a moderate 1.71% price decrease (ARIMA: -2.68%, LSTM: -0.75% - both models agree on direction)",True,SELL,85.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,-1.7466116290847329
CHOLAFIN,Cholafin,1563.0999755859375,1514.4393636173436,1546.9349365234375,1530.6871500703905,SELL,85.0,34.62395483360295,58.62606895842917,-3.1130837904564093,-1.034165396646522,-2.0736245935514654,"Combined models predict a moderate 2.07% price decrease (ARIMA: -3.11%, LSTM: -1.03% - both models agree on direction)",True,SELL,85.0,NEUTRAL,0.3731304405942375,0.0,6,"{'positive': 2, 'negative': 2, 'neutral': 2}",UNKNOWN,NEUTRAL_SENTIMENT,0.033596169786571116,-2.1072207633380367
LODHA,Lodha,1390.0999755859375,1380.6577018639402,1374.339111328125,1377.4984065960325,HOLD,80.0,33.631499595732464,63.18923975083261,-0.6792514126919011,-1.1337935784920201,-0.906522495591969,"Combined models predict relatively stable price (change: -0.91%) (ARIMA: -0.68%, LSTM: -1.13% - both models agree on direction)",True,HOLD,80.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,-0.94011866537854
GODREJPROP,Godrejprop,2255.10009765625,2298.728226030051,2305.05712890625,2301.8926774681504,BUY,85.0,53.204261339696565,98.19383371959435,1.9346426537404693,2.215291077408089,2.074966865574279,"Combined models predict a moderate 2.07% price increase (ARIMA: 1.93%, LSTM: 2.22% - both models agree on direction)",True,BUY,85.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,2.0413706957877076
PRESTIGE,Prestige,1650.0,1629.8479830585802,1565.7347412109375,1597.7913621347589,STRONG SELL,90.0,35.27960965897405,90.53535676753671,-1.2213343600860478,-5.106985381155303,-3.1641598706206753,"Combined models predict a significant 3.16% price decrease (ARIMA: -1.22%, LSTM: -5.11% - both models agree on direction)",True,STRONG SELL,95.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,-3.1977560404072465
OBEROIRLTY,Oberoirlty,1831.0999755859375,1839.7794807540483,1840.04248046875,1839.9109806113993,HOLD,80.0,36.34174272390475,84.82746311959343,0.4740049851911261,0.4883679210334198,0.48118645311227914,"Combined models predict relatively stable price (change: 0.48%) (ARIMA: 0.47%, LSTM: 0.49% - both models agree on direction)",True,HOLD,80.0,NEUTRAL,0.0,0.0,0,"{'positive': 0, 'negative': 0, 'neutral': 0}",UNKNOWN,INSUFFICIENT_NEWS,0.033596169786571116,0.44759028332570805
