ticker,company_name,current_price,arima_prediction,lstm_prediction,combined_prediction,recommendation,confidence,arima_error,lstm_error,arima_change_pct,lstm_change_pct,combined_change_pct,combined_explanation,models_agree,sentiment_signal,sentiment_score,sentiment_confidence,news_count,technical_signal,enhanced_recommendation,enhanced_confidence,agreement_status,original_recommendation,original_confidence,sector,sector_avg_change,relative_to_sector
ZEEL.NS,Zeel,141.00999450683594,145.27320678696034,146.1128692626953,145.69303802482784,STRONG BUY,90.0,3.5672493856995264,6.521928335701529,3.023340505071598,3.6188035987846208,3.321072051928119,"Combined models predict a significant 3.32% price increase (ARIMA: 3.02%, LSTM: 3.62% - both models agree on direction)",True,NEUTRAL,0.0,40.0,1,BUY,STRONG BUY,95.0,TECHNICAL_ONLY,STRONG BUY,95.0,NIFTY_MEDIA,1.041343332979637,2.279728718948482
HATHWAY.NS,Hathway,15.859999656677246,15.94629729627073,16.023237228393555,15.984767262332142,HOLD,80.0,0.29775809040799117,0.6893966719315985,0.5441213206908974,1.0292407014497233,0.7866810110703047,"Combined models predict relatively stable price (change: 0.79%) (ARIMA: 0.54%, LSTM: 1.03% - both models agree on direction)",True,NEUTRAL,0.0,50.0,0,BUY,HOLD,80.0,TECHNICAL_ONLY,HOLD,80.0,NIFTY_MEDIA,1.041343332979637,-0.25466232190933236
CANBK.NS,Canbk,114.2300033569336,113.9188108363207,110.11687469482422,112.01784276557245,SELL,85.0,1.9513636505742364,4.777140777447933,-0.27242625533373294,-3.6007428357128854,-1.9365845455233153,"Combined models predict a moderate 1.94% price decrease (ARIMA: -0.27%, LSTM: -3.60% - both models agree on direction)",True,NEUTRAL,0.0,40.0,1,SELL,SELL,85.0,TECHNICAL_ONLY,SELL,85.0,NIFTY_PSU_BANK,-1.8196823209787785,-0.1169022245445368
BANKINDIA.NS,Bankindia,119.26000213623047,118.55122137868617,118.77302551269531,118.66212344569074,HOLD,80.0,2.454065727961097,5.263205391778099,-0.5943155667016212,-0.4083318923463407,-0.501323729523981,"Combined models predict relatively stable price (change: -0.50%) (ARIMA: -0.59%, LSTM: -0.41% - both models agree on direction)",True,NEUTRAL,0.0,40.0,2,SELL,HOLD,80.0,TECHNICAL_ONLY,HOLD,80.0,NIFTY_PSU_BANK,-1.8196823209787785,1.3183585914547975
PNB.NS,Pnb,113.8499984741211,110.01684379448085,109.39410400390625,109.70547389919355,STRONG SELL,90.0,1.8111046162165383,4.821910334181944,-3.366846491887787,-3.9138291874704767,-3.6403378396791317,"Combined models predict a significant 3.64% price decrease (ARIMA: -3.37%, LSTM: -3.91% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,STRONG SELL,95.0,TECHNICAL_ONLY,STRONG SELL,95.0,NIFTY_PSU_BANK,-1.8196823209787785,-1.8206555187003532
INDIANB.NS,Indianb,650.6500244140625,641.6037587847712,608.6847534179688,625.14425610137,STRONG SELL,90.0,10.862816475837377,26.339317920668375,-1.3903427787369729,-6.4497455500574565,-3.920044164397206,"Combined models predict a significant 3.92% price decrease (ARIMA: -1.39%, LSTM: -6.45% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,STRONG SELL,95.0,TECHNICAL_ONLY,STRONG SELL,95.0,NIFTY_PSU_BANK,-1.8196823209787785,-2.1003618434184275
HDFCBANK.NS,Hdfcbank,1986.0,2002.8058736745784,2003.1820068359375,2002.993940255258,HOLD,80.0,21.8828334539539,40.53767899425627,0.8462172041580251,0.865156436854859,0.8556868205064421,"Combined models predict relatively stable price (change: 0.86%) (ARIMA: 0.85%, LSTM: 0.87% - both models agree on direction)",True,BUY,0.24346391209602358,83.14107075129807,10,BUY,STRONG BUY,95.0,BULLISH_AGREEMENT,HOLD,80.0,NIFTY_BANK,-1.0522772335662705,1.9079640540727125
IDFCFIRSTB.NS,Idfcfirstb,77.25,72.71243624391434,72.63127899169922,72.67185761780678,STRONG SELL,95.0,1.3174491232177226,2.586383028419102,-5.873868939916712,-5.978926871586772,-5.926397905751743,"Combined models predict a significant 5.93% price decrease (ARIMA: -5.87%, LSTM: -5.98% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,STRONG SELL,95.0,TECHNICAL_ONLY,STRONG SELL,95.0,NIFTY_BANK,-1.0522772335662705,-4.874120672185472
FEDERALBNK.NS,Federalbnk,217.75,212.78268695434514,206.4561767578125,209.61943185607882,STRONG SELL,90.0,3.142958239222014,6.17522952976397,-2.2812000209666414,-5.186600800086108,-3.7339004105263744,"Combined models predict a significant 3.73% price decrease (ARIMA: -2.28%, LSTM: -5.19% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,STRONG SELL,95.0,TECHNICAL_ONLY,STRONG SELL,95.0,NIFTY_BANK,-1.0522772335662705,-2.681623176960104
AXISBANK.NS,Axisbank,1175.300048828125,1199.300702966486,1204.311767578125,1201.8062352723055,BUY,85.0,16.57840374223866,36.0431322173414,2.042087393963067,2.46845210114023,2.2552697475516488,"Combined models predict a moderate 2.26% price increase (ARIMA: 2.04%, LSTM: 2.47% - both models agree on direction)",True,NEUTRAL,0.0,40.0,1,BUY,BUY,85.0,TECHNICAL_ONLY,BUY,85.0,NIFTY_BANK,-1.0522772335662705,3.3075469811179192
CUB.NS,Cub,221.44000244140625,218.6535663998682,211.6009063720703,215.12723638596924,SELL,85.0,3.9683898755279605,8.646844864291161,-1.2583255106652889,-4.443233363827023,-2.8507794372461626,"Combined models predict a moderate 2.85% price decrease (ARIMA: -1.26%, LSTM: -4.44% - both models agree on direction)",True,NEUTRAL,0.0,50.0,0,SELL,SELL,85.0,TECHNICAL_ONLY,SELL,85.0,NIFTY_PVT_BANK,-1.9096290929367097,-0.9411503443094529
RBLBANK.NS,Rblbank,249.27000427246094,247.4538332618176,239.18728637695312,243.32055981938538,SELL,85.0,5.362568770116244,8.489339144526388,-0.7285958918098269,-4.044898191796493,-2.386747041803154,"Combined models predict a moderate 2.39% price decrease (ARIMA: -0.73%, LSTM: -4.04% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,SELL,85.0,TECHNICAL_ONLY,SELL,85.0,NIFTY_PVT_BANK,-1.9096290929367097,-0.4771179488664443
ICICIGI.NS,Icicigi,2044.4000244140625,2038.6389501195567,2025.9910888671875,2032.3150194933721,HOLD,80.0,31.638373738550886,55.88617816885668,-0.28179780012265065,-0.9004566291839637,-0.5911272146533073,"Combined models predict relatively stable price (change: -0.59%) (ARIMA: -0.28%, LSTM: -0.90% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,HOLD,80.0,TECHNICAL_ONLY,HOLD,80.0,NIFTY_FIN_SERVICE,0.4236432874827213,-1.0147705021360287
SBILIFE.NS,Sbilife,1856.800048828125,1839.3246604503593,1835.0157470703125,1837.1702037603359,SELL,85.0,23.7278345241892,51.77416897797357,-0.9411561782753567,-1.1732174270224272,-1.057186802648892,"Combined models predict a moderate 1.06% price decrease (ARIMA: -0.94%, LSTM: -1.17% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,SELL,85.0,TECHNICAL_ONLY,SELL,85.0,NIFTY_FIN_SERVICE,0.4236432874827213,-1.4808300901316134
IEX.NS,Iex,195.24000549316406,193.024732959365,186.72610473632812,189.87541884784656,SELL,85.0,3.870985711510096,7.959303049693145,-1.134640684015259,-4.360735769972121,-2.7476882269936898,"Combined models predict a moderate 2.75% price decrease (ARIMA: -1.13%, LSTM: -4.36% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,SELL,85.0,TECHNICAL_ONLY,SELL,85.0,NIFTY_FIN_SERVICE,0.4236432874827213,-3.171331514476411
PEL.NS,Pel,1160.4000244140625,1144.4777309157414,1137.3477783203125,1140.912754618027,SELL,85.0,23.10261403456807,43.73051472925754,-1.3721383284493611,-1.986577525745064,-1.679357927097203,"Combined models predict a moderate 1.68% price decrease (ARIMA: -1.37%, LSTM: -1.99% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,SELL,85.0,TECHNICAL_ONLY,SELL,85.0,NIFTY_FIN_SERVICE,0.4236432874827213,-2.1030012145799244
M&MFIN.NS,M&mfin,261.75,270.4334189847122,270.6870422363281,270.5602306105202,STRONG BUY,90.0,5.329613765496856,10.136242230593231,3.317447558629304,3.4143427836974687,3.3658951711633973,"Combined models predict a significant 3.37% price increase (ARIMA: 3.32%, LSTM: 3.41% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,BUY,STRONG BUY,95.0,TECHNICAL_ONLY,STRONG BUY,95.0,NIFTY_FIN_SERVICE,0.4236432874827213,2.942251883680676
RECLTD.NS,Recltd,395.5,402.38333723957595,413.76763916015625,408.0754881998661,STRONG BUY,90.0,10.004869012289971,23.88647976293006,1.7404139670229963,4.618872101177307,3.179643034100145,"Combined models predict a significant 3.18% price increase (ARIMA: 1.74%, LSTM: 4.62% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,BUY,STRONG BUY,95.0,TECHNICAL_ONLY,STRONG BUY,95.0,NIFTY_FIN_SERVICE,0.4236432874827213,2.7559997466174235
ICICIPRULI.NS,Icicipruli,658.7999877929688,658.7027575181905,645.6346435546875,652.168700536439,SELL,85.0,9.085962658979595,20.335302824920543,-0.014758694077081169,-1.9983825868585972,-1.006570640467839,"Combined models predict a moderate 1.01% price decrease (ARIMA: -0.01%, LSTM: -2.00% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,SELL,85.0,TECHNICAL_ONLY,SELL,85.0,NIFTY_FIN_SERVICE,0.4236432874827213,-1.4302139279505601
BAJAJFINSV.NS,Bajajfinsv,2007.9000244140625,2057.436293070358,2067.822998046875,2062.629645558616,BUY,85.0,34.204372050009226,61.51606143375302,2.467068482194515,2.98436042154534,2.725714451869916,"Combined models predict a moderate 2.73% price increase (ARIMA: 2.47%, LSTM: 2.98% - both models agree on direction)",True,NEUTRAL,0.0,40.0,2,BUY,BUY,85.0,TECHNICAL_ONLY,BUY,85.0,NIFTY_FIN_SERVICE,0.4236432874827213,2.3020711643871947
MUTHOOTFIN.NS,Muthootfin,2625.39990234375,2620.9781083424505,2525.08154296875,2573.0298256556002,SELL,85.0,53.61498208513142,125.36911968317432,-0.1684236369991521,-3.8210696696318025,-1.9947466533154774,"Combined models predict a moderate 1.99% price decrease (ARIMA: -0.17%, LSTM: -3.82% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,SELL,SELL,85.0,TECHNICAL_ONLY,SELL,85.0,NIFTY_FIN_SERVICE,0.4236432874827213,-2.418389940798199
CHOLAFIN.NS,Cholafin,1554.5999755859375,1627.2919657414416,1612.5789794921875,1619.9354726168144,STRONG BUY,90.0,34.72855143256377,58.92591762334155,4.67592893973294,3.7295127246092608,4.202720832171093,"Combined models predict a significant 4.20% price increase (ARIMA: 4.68%, LSTM: 3.73% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,BUY,STRONG BUY,95.0,TECHNICAL_ONLY,STRONG BUY,95.0,NIFTY_FIN_SERVICE,0.4236432874827213,3.7790775446883718
GODREJPROP.NS,Godrejprop,2290.199951171875,2345.9068954162994,2339.293701171875,2342.600298294087,BUY,85.0,55.297217168854864,109.14680509371047,2.43240526731824,2.143644705558533,2.2880249864383866,"Combined models predict a moderate 2.29% price increase (ARIMA: 2.43%, LSTM: 2.14% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,BUY,BUY,85.0,TECHNICAL_ONLY,BUY,85.0,NIFTY_REALTY,2.1581511627452046,0.129873823693182
PRESTIGE.NS,Prestige,1601.5999755859375,1650.3018926125803,1681.0015869140625,1665.6517397633215,STRONG BUY,90.0,35.49189807728349,81.7405194598328,3.0408290315330126,4.957643140514929,3.999236086023978,"Combined models predict a significant 4.00% price increase (ARIMA: 3.04%, LSTM: 4.96% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,BUY,STRONG BUY,95.0,TECHNICAL_ONLY,STRONG BUY,95.0,NIFTY_REALTY,2.1581511627452046,1.8410849232787734
OBEROIRLTY.NS,Oberoirlty,1897.9000244140625,1900.5750814850803,1948.480712890625,1924.5278971878527,BUY,85.0,37.57365707940101,81.32821186189736,0.14094826053040843,2.665087087091336,1.4030176738108724,"Combined models predict a moderate 1.40% price increase (ARIMA: 0.14%, LSTM: 2.67% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,BUY,BUY,85.0,TECHNICAL_ONLY,BUY,85.0,NIFTY_REALTY,2.1581511627452046,-0.7551334889343322
DLF.NS,Dlf,831.9000244140625,836.881181082767,870.1239013671875,853.5025412249772,BUY,85.0,16.003175755174116,45.874630554143465,0.5987686648059487,4.594768100896195,2.5967683828510717,"Combined models predict a moderate 2.60% price increase (ARIMA: 0.60%, LSTM: 4.59% - both models agree on direction)",True,NEUTRAL,0.0,40.0,0,BUY,BUY,85.0,TECHNICAL_ONLY,BUY,85.0,NIFTY_REALTY,2.1581511627452046,0.4386172201058671
