ticker,company_name,current_price,arima_prediction,lstm_prediction,combined_prediction,recommendation,confidence,arima_error,lstm_error,arima_change_pct,lstm_change_pct,combined_change_pct,combined_explanation,models_agree,sentiment_signal,sentiment_score,sentiment_confidence,news_count,arima_error_pct,arima_error_threshold,original_recommendation,original_confidence,enhancement_status,contrarian_applied,contrarian_reason,sector,sector_avg_change,relative_to_sector
NATIONALUM.NS,Nationalum,190.47999572753906,189.44579763739566,177.3977508544922,183.42177424594394,STRONG SELL,90.0,4.418583985821319,13.461189469180189,-0.542943150640718,-6.86804135157563,-3.705492251108166,"Combined models predict a significant 3.71% price decrease (ARIMA: -0.54%, LSTM: -6.87% - both models agree on direction)",True,NEUTRAL,0.3,0.3,0,0.542943150640718,30,STRONG SELL,95.0,INSUFFICIENT_NEWS,False,⚠️ NO NEWS: Insufficient news data (0 articles) = Using technical analysis: STRONG SELL,NIFTY_METAL,-0.37720517732734693,-3.328287073780819
SAIL.NS,Sail,134.8800048828125,134.36679308251942,133.76980590820312,134.06829949536126,HOLD,80.0,2.4954105697137305,4.774359763864212,-0.38049509320449,-0.8231012265857691,-0.6017981598951401,"Combined models predict relatively stable price (change: -0.60%) (ARIMA: -0.38%, LSTM: -0.82% - both models agree on direction)",True,BULLISH,0.6599866304715475,0.6599866304715475,1,0.38049509320449,30,HOLD,80.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.7% <= 50%) = Using technical analysis: HOLD,NIFTY_METAL,-0.37720517732734693,-0.22459298256779314
HINDALCO.NS,Hindalco,670.8499755859375,670.9528172650558,685.0844116210938,678.0186144430747,BUY,85.0,12.128591354212887,28.45511089457873,0.015330056325710856,2.1218508687763658,1.0685904625510296,"Combined models predict a moderate 1.07% price increase (ARIMA: 0.02%, LSTM: 2.12% - both models agree on direction)",True,BEARISH,0.3504280695450159,0.3504280695450159,6,0.015330056325710856,30,BUY,85.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.4% <= 50%) = Using technical analysis: BUY,NIFTY_METAL,-0.37720517732734693,1.4457956398783764
TATASTEEL.NS,Tatasteel,159.0,159.73851099786677,161.40394592285156,160.57122846035918,HOLD,80.0,2.9343091096829688,6.777114664181733,0.4644723257023702,1.5119156747494102,0.9881940002258992,"Combined models predict relatively stable price (change: 0.99%) (ARIMA: 0.46%, LSTM: 1.51% - both models agree on direction)",True,NEUTRAL,0.34248163172526247,0.34248163172526247,26,0.4644723257023702,30,HOLD,80.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.3% <= 50%) = Using technical analysis: HOLD,NIFTY_METAL,-0.37720517732734693,1.3653991775532461
JSL.NS,Jsl,688.0499877929688,684.6656231278732,679.2305297851562,681.9480764565147,HOLD,80.0,14.190228327974948,31.54519094253589,-0.49187773056306755,-1.281804834573478,-0.8868412825682728,"Combined models predict relatively stable price (change: -0.89%) (ARIMA: -0.49%, LSTM: -1.28% - both models agree on direction)",True,BULLISH,0.4522175225281421,0.4522175225281421,3,0.49187773056306755,30,HOLD,80.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.5% <= 50%) = Using technical analysis: HOLD,NIFTY_METAL,-0.37720517732734693,-0.5096361052409258
NMDC.NS,Nmdc,67.9800033569336,69.08670898171933,68.7502670288086,68.91848800526395,BUY,85.0,1.4023928966425057,2.7753164737546325,1.6279870110845682,1.1330738950256867,1.380530453055117,"Combined models predict a moderate 1.38% price increase (ARIMA: 1.63%, LSTM: 1.13% - both models agree on direction)",True,NEUTRAL,0.3,0.3,0,1.6279870110845682,30,BUY,85.0,INSUFFICIENT_NEWS,False,⚠️ NO NEWS: Insufficient news data (0 articles) = Using technical analysis: BUY,NIFTY_METAL,-0.37720517732734693,1.7577356303824638
APLAPOLLO.NS,Aplapollo,1723.5,1699.2175228313633,1711.1812744140625,1705.199398622713,SELL,85.0,27.918792033580864,54.80514617818118,-1.4089049706200558,-0.7147505416847983,-1.0618277561524205,"Combined models predict a moderate 1.06% price decrease (ARIMA: -1.41%, LSTM: -0.71% - both models agree on direction)",True,NEUTRAL,0.3,0.3,0,1.4089049706200558,30,SELL,85.0,INSUFFICIENT_NEWS,False,⚠️ NO NEWS: Insufficient news data (0 articles) = Using technical analysis: SELL,NIFTY_METAL,-0.37720517732734693,-0.6846225788250736
JSWSTEEL.NS,Jswsteel,1035.0,1037.8563490854676,1040.2264404296875,1039.0413947575776,HOLD,80.0,18.296316022528814,33.691620052259026,0.2759757570500123,0.5049700898248792,0.3904729234374458,"Combined models predict relatively stable price (change: 0.39%) (ARIMA: 0.28%, LSTM: 0.50% - both models agree on direction)",True,NEUTRAL,0.3235405010656877,0.3235405010656877,11,0.2759757570500123,30,HOLD,80.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.3% <= 50%) = Using technical analysis: HOLD,NIFTY_METAL,-0.37720517732734693,0.7676781007647927
ADANIENT.NS,Adanient,2598.199951171875,2560.3010211364694,2591.639404296875,2575.970212716672,HOLD,80.0,45.90836435111461,81.46645466962076,-1.458661024849603,-0.25250354084723053,-0.8555822828484254,"Combined models predict relatively stable price (change: -0.86%) (ARIMA: -1.46%, LSTM: -0.25% - both models agree on direction)",True,NEUTRAL,0.31266264120737713,0.31266264120737713,1,1.458661024849603,30,HOLD,80.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.3% <= 50%) = Using technical analysis: HOLD,NIFTY_METAL,-0.37720517732734693,-0.4783771055210785
BATAINDIA.NS,Bataindia,1259.199951171875,1236.3220769820525,1250.486572265625,1243.4043246238389,SELL,85.0,18.88314324112974,30.008057108217773,-1.8168579317789184,-0.6919773859696302,-1.2544176588742653,"Combined models predict a moderate 1.25% price decrease (ARIMA: -1.82%, LSTM: -0.69% - both models agree on direction)",True,NEUTRAL,0.35850052910052915,0.35850052910052915,1,1.8168579317789184,30,SELL,85.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.4% <= 50%) = Using technical analysis: SELL,NIFTY_CONSUMPTION,-0.5253252570244583,-0.729092401849807
CROMPTON.NS,Cromptom,351.8500061035156,336.2319593046556,341.115478515625,338.67371891014034,STRONG SELL,90.0,6.147843067309751,10.851753451593149,-4.438836586026694,-3.050881739854933,-3.744859162940805,"Combined models predict a significant 3.74% price decrease (ARIMA: -4.44%, LSTM: -3.05% - both models agree on direction)",True,NEUTRAL,0.24053350587685904,0.24053350587685904,2,4.438836586026694,30,STRONG SELL,95.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.2% <= 50%) = Using technical analysis: STRONG SELL,NIFTY_CONSUMPTION,-0.5253252570244583,-3.2195339059163466
DIXON.NS,Dixon,15823.0,15786.757126076887,15746.646484375,15766.701805225945,HOLD,80.0,355.68077520608813,838.4088965828342,-0.2290518480889383,-0.482547656101877,-0.35579975209540193,"Combined models predict relatively stable price (change: -0.36%) (ARIMA: -0.23%, LSTM: -0.48% - both models agree on direction)",True,NEUTRAL,0.35474389040614945,0.35474389040614945,25,0.2290518480889383,30,HOLD,80.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.4% <= 50%) = Using technical analysis: HOLD,NIFTY_CONSUMPTION,-0.5253252570244583,0.16952550492905638
TIINDIA.NS,Tiindia,2930.300048828125,2870.150716187572,2903.988525390625,2887.0696207890987,SELL,85.0,63.95187639108332,117.50188040998502,-2.052668042121068,-0.8979122615113223,-1.4752901518161876,"Combined models predict a moderate 1.48% price decrease (ARIMA: -2.05%, LSTM: -0.90% - both models agree on direction)",True,BULLISH,0.44813726772807894,0.44813726772807894,2,2.052668042121068,30,SELL,85.0,LOW_SENTIMENT_CONFIDENCE,False,⚠️ LOW CONF: Sentiment confidence too low (0.4% <= 50%) = Using technical analysis: SELL,NIFTY_AUTO,-1.5897331783891695,0.11444302657298189
