,Open,High,Low,Close,Volume
2023-10-05 04:45:00,394.0,397.95001220703125,389.04998779296875,394.6499938964844,889525.0
2023-10-06 04:45:00,396.0,404.0,394.6499938964844,398.45001220703125,1456537.0
2023-10-09 04:45:00,394.29998779296875,402.0,393.0,399.1499938964844,1156839.0
2023-10-10 04:45:00,399.1499938964844,405.3500061035156,399.0,400.1499938964844,1307687.0
2023-10-11 04:45:00,401.8999938964844,407.25,399.75,400.29998779296875,1590156.0
2023-10-12 04:45:00,400.29998779296875,402.5,395.6000061035156,401.6000061035156,1166929.0
2023-10-13 04:45:00,398.04998779296875,408.8500061035156,397.6000061035156,404.0,1330438.0
2023-10-16 04:45:00,409.0,411.0,396.0,398.70001220703125,3502171.0
2023-10-17 04:45:00,401.04998779296875,402.75,398.70001220703125,400.25,1408037.0
2023-10-18 04:45:00,400.25,403.0,396.79998779296875,399.04998779296875,1964185.0
2023-10-19 04:45:00,398.8999938964844,401.8999938964844,394.5,396.3999938964844,1285554.0
2023-10-20 04:45:00,396.0,411.3999938964844,386.25,400.95001220703125,6929875.0
2023-10-23 04:45:00,388.0,401.6499938964844,355.0,362.3999938964844,14689676.0
2023-10-25 04:45:00,363.0,368.1000061035156,351.70001220703125,356.6499938964844,3930630.0
2023-10-26 04:45:00,353.1000061035156,362.54998779296875,349.3999938964844,359.1000061035156,5130895.0
2023-10-27 04:45:00,362.0,363.54998779296875,356.0,356.79998779296875,1305960.0
2023-10-30 03:45:00,358.0,364.8500061035156,352.8500061035156,361.3500061035156,972811.0
2023-10-31 03:45:00,363.45001220703125,364.8999938964844,360.45001220703125,361.75,706396.0
2023-11-01 03:45:00,362.0,363.0,356.6499938964844,358.8999938964844,848357.0
2023-11-02 03:45:00,358.8999938964844,366.3500061035156,358.0,362.29998779296875,899272.0
2023-11-03 03:45:00,364.3999938964844,368.0,363.04998779296875,364.29998779296875,425928.0
2023-11-06 03:45:00,364.29998779296875,373.45001220703125,364.29998779296875,372.3999938964844,1274993.0
2023-11-07 03:45:00,373.95001220703125,374.20001220703125,368.8999938964844,369.95001220703125,499601.0
2023-11-08 03:45:00,369.95001220703125,378.5,369.3999938964844,371.6499938964844,1642816.0
2023-11-09 03:45:00,372.0,375.3999938964844,368.29998779296875,369.70001220703125,711151.0
2023-11-10 03:45:00,369.45001220703125,370.0,365.3999938964844,368.95001220703125,383187.0
2023-11-13 03:45:00,371.25,374.04998779296875,368.04998779296875,373.1499938964844,394090.0
2023-11-15 03:45:00,373.3999938964844,378.8999938964844,368.6000061035156,369.95001220703125,1673116.0
2023-11-16 03:45:00,372.0,376.0,369.04998779296875,373.8500061035156,1629038.0
2023-11-17 03:45:00,373.8500061035156,374.5,368.0,369.8500061035156,1941545.0
2023-11-20 03:45:00,369.6000061035156,371.8999938964844,366.04998779296875,368.04998779296875,1079165.0
2023-11-21 03:45:00,368.1499938964844,382.8999938964844,368.1000061035156,373.70001220703125,2498492.0
2023-11-22 03:45:00,373.95001220703125,379.0,371.6499938964844,374.45001220703125,1227034.0
2023-11-23 03:45:00,374.0,375.70001220703125,368.20001220703125,369.3500061035156,787952.0
2023-11-24 03:45:00,370.8500061035156,378.8999938964844,370.75,372.75,1379967.0
2023-11-28 03:45:00,372.3999938964844,374.95001220703125,369.1499938964844,370.75,606473.0
2023-11-29 03:45:00,373.0,376.75,372.0,374.79998779296875,3412948.0
2023-11-30 03:45:00,375.5,381.79998779296875,374.29998779296875,380.8500061035156,1709134.0
2023-12-01 03:45:00,383.0,386.5,377.6000061035156,378.75,1091037.0
2023-12-04 03:45:00,384.0,384.0,376.6499938964844,379.25,878907.0
2023-12-05 03:45:00,379.3999938964844,385.3999938964844,375.25,376.3500061035156,1486569.0
2023-12-06 03:45:00,376.04998779296875,381.5,375.79998779296875,379.1000061035156,1332527.0
2023-12-07 03:45:00,379.1000061035156,392.0,375.95001220703125,390.04998779296875,2452034.0
2023-12-08 03:45:00,393.0,396.29998779296875,381.5,383.6499938964844,3322977.0
2023-12-11 03:45:00,385.0,393.8999938964844,381.95001220703125,390.75,1911692.0
2023-12-12 03:45:00,394.8999938964844,397.0,387.20001220703125,388.25,1856834.0
2023-12-13 03:45:00,376.04998779296875,384.5,373.1000061035156,381.3500061035156,2574239.0
2023-12-14 03:45:00,383.8500061035156,388.5,381.20001220703125,385.54998779296875,1230066.0
2023-12-15 03:45:00,386.0,388.79998779296875,384.0,385.70001220703125,863806.0
2023-12-18 03:45:00,386.0,401.95001220703125,385.70001220703125,399.3500061035156,4243145.0
2023-12-19 03:45:00,401.95001220703125,402.5,394.45001220703125,398.6000061035156,1357250.0
2023-12-20 03:45:00,400.5,401.79998779296875,386.0,388.29998779296875,1472926.0
2023-12-21 03:45:00,387.29998779296875,399.1499938964844,380.0,397.1499938964844,1246456.0
2023-12-22 03:45:00,397.1499938964844,422.0,397.1499938964844,414.54998779296875,9517787.0
2023-12-26 03:45:00,418.75,436.70001220703125,415.8500061035156,435.45001220703125,8400112.0
2023-12-27 03:45:00,438.75,438.75,426.3500061035156,432.29998779296875,3214953.0
2023-12-28 03:45:00,433.8500061035156,434.70001220703125,422.6000061035156,426.75,1796520.0
2023-12-29 03:45:00,427.0,432.75,424.29998779296875,430.20001220703125,1670422.0
2024-01-01 03:45:00,431.0,441.3500061035156,429.0,433.04998779296875,2368738.0
2024-01-02 03:45:00,433.04998779296875,444.70001220703125,431.1000061035156,435.6499938964844,3370927.0
2024-01-03 03:45:00,436.0,437.20001220703125,425.6499938964844,429.45001220703125,1472207.0
2024-01-04 03:45:00,431.0,433.95001220703125,429.04998779296875,430.54998779296875,964779.0
2024-01-05 03:45:00,432.8999938964844,433.45001220703125,422.0,427.29998779296875,1082064.0
2024-01-08 03:45:00,428.0,429.45001220703125,416.1000061035156,418.70001220703125,1180037.0
2024-01-09 03:45:00,420.0,428.5,418.70001220703125,424.8500061035156,886345.0
2024-01-10 03:45:00,426.0,430.6499938964844,415.45001220703125,419.3999938964844,1132460.0
2024-01-11 03:45:00,421.8500061035156,425.95001220703125,420.3500061035156,423.04998779296875,918509.0
2024-01-12 03:45:00,421.70001220703125,424.3500061035156,415.04998779296875,416.1499938964844,1168483.0
2024-01-15 03:45:00,418.0,428.0,412.70001220703125,420.8999938964844,1861319.0
2024-01-16 03:45:00,422.95001220703125,422.95001220703125,411.25,414.79998779296875,1180677.0
2024-01-17 03:45:00,414.79998779296875,415.8999938964844,406.5,411.70001220703125,1214218.0
2024-01-18 03:45:00,411.70001220703125,417.20001220703125,400.95001220703125,415.04998779296875,1619529.0
2024-01-19 03:45:00,415.25,419.75,411.1000061035156,412.20001220703125,1425537.0
2024-01-23 03:45:00,402.95001220703125,408.6000061035156,394.3999938964844,398.95001220703125,1410373.0
2024-01-24 03:45:00,401.6499938964844,409.8500061035156,395.0,400.8999938964844,3486729.0
2024-01-25 03:45:00,360.8500061035156,386.79998779296875,360.8500061035156,378.79998779296875,22793886.0
2024-01-29 03:45:00,378.79998779296875,383.0,371.29998779296875,374.20001220703125,2807796.0
2024-01-30 03:45:00,377.0,377.29998779296875,368.29998779296875,370.29998779296875,2247421.0
2024-01-31 03:45:00,372.0,384.0,370.8999938964844,381.3500061035156,2603015.0
2024-02-01 03:45:00,381.3500061035156,391.75,379.70001220703125,389.25,2427481.0
2024-02-02 03:45:00,389.8999938964844,395.25,388.5,392.6000061035156,1640723.0
2024-02-05 03:45:00,392.0,395.79998779296875,385.0,386.79998779296875,873002.0
2024-02-06 03:45:00,387.1499938964844,399.8999938964844,386.79998779296875,398.6499938964844,1418481.0
2024-02-07 03:45:00,400.79998779296875,402.6499938964844,396.29998779296875,398.6499938964844,629806.0
2024-02-08 03:45:00,398.70001220703125,399.8999938964844,393.54998779296875,395.04998779296875,650046.0
2024-02-09 03:45:00,396.0,396.0,386.0,392.5,853538.0
2024-02-12 03:45:00,394.04998779296875,403.70001220703125,388.5,390.8999938964844,1426972.0
2024-02-13 03:45:00,392.45001220703125,394.25,385.5,392.3999938964844,1198771.0
2024-02-14 03:45:00,390.5,394.5,387.5,391.75,699188.0
2024-02-15 03:45:00,392.1000061035156,398.6499938964844,390.75,392.54998779296875,785132.0
2024-02-16 03:45:00,392.0,403.25,390.8500061035156,399.8500061035156,1796973.0
2024-02-19 03:45:00,399.8500061035156,411.6000061035156,398.20001220703125,406.45001220703125,2128769.0
2024-02-20 03:45:00,410.0,413.29998779296875,397.0,401.25,2132811.0
2024-02-21 03:45:00,403.04998779296875,406.20001220703125,392.6499938964844,395.6499938964844,1044889.0
2024-02-22 03:45:00,395.6499938964844,400.8500061035156,392.6000061035156,400.0,718533.0
2024-02-23 03:45:00,400.0,403.75,397.0,398.54998779296875,610439.0
2024-02-26 03:45:00,395.1000061035156,400.79998779296875,393.3500061035156,395.45001220703125,624059.0
2024-02-27 03:45:00,397.5,403.3999938964844,395.20001220703125,399.95001220703125,2110457.0
2024-02-28 03:45:00,400.1000061035156,408.6000061035156,397.29998779296875,405.04998779296875,3995040.0
2024-02-29 03:45:00,408.0,409.25,401.29998779296875,406.04998779296875,3626698.0
2024-03-01 03:45:00,408.25,411.70001220703125,405.3500061035156,409.79998779296875,2045123.0
2024-03-04 03:45:00,408.95001220703125,418.6499938964844,408.95001220703125,417.54998779296875,2354064.0
2024-03-05 03:45:00,420.0,422.25,417.6499938964844,420.1499938964844,1284788.0
2024-03-06 03:45:00,420.0,420.0,402.6499938964844,410.6499938964844,2206218.0
2024-03-07 03:45:00,409.1000061035156,425.0,409.1000061035156,422.0,1744671.0
2024-03-11 03:45:00,425.0,425.8500061035156,408.6000061035156,409.8500061035156,1325931.0
2024-03-12 03:45:00,412.75,420.8500061035156,405.1499938964844,414.04998779296875,2098319.0
2024-03-13 03:45:00,415.0,418.20001220703125,393.6499938964844,400.6000061035156,2542891.0
2024-03-14 03:45:00,400.0,407.25,394.0,400.6000061035156,767537.0
2024-03-15 03:45:00,402.75,403.1000061035156,389.5,400.8999938964844,1187649.0
2024-03-18 03:45:00,400.95001220703125,401.70001220703125,393.70001220703125,397.5,663908.0
2024-03-19 03:45:00,396.5,397.75,386.25,387.25,850564.0
2024-03-20 03:45:00,391.29998779296875,391.29998779296875,373.1000061035156,379.04998779296875,2264926.0
2024-03-21 03:45:00,382.1499938964844,385.8999938964844,379.6499938964844,383.8999938964844,3729334.0
2024-03-22 03:45:00,381.75,400.95001220703125,381.6499938964844,397.79998779296875,2124198.0
