,Open,High,Low,Close,Volume
2023-10-05 04:45:00,1865.050048828125,1886.75,1855.0,1857.6500244140625,153879.0
2023-10-06 04:45:00,1869.949951171875,1895.0,1856.6500244140625,1889.4000244140625,318424.0
2023-10-09 04:45:00,1879.949951171875,1882.3499755859375,1852.300048828125,1861.5,345097.0
2023-10-10 04:45:00,1862.050048828125,1914.5,1862.050048828125,1911.550048828125,285755.0
2023-10-11 04:45:00,1919.949951171875,1948.199951171875,1912.050048828125,1934.699951171875,493856.0
2023-10-12 04:45:00,1939.0,1953.4000244140625,1923.4000244140625,1927.5,375205.0
2023-10-13 04:45:00,1927.0,1943.949951171875,1915.050048828125,1937.1500244140625,363379.0
2023-10-16 04:45:00,1949.800048828125,1967.0,1928.4000244140625,1949.449951171875,774044.0
2023-10-17 04:45:00,1963.8499755859375,1970.5,1945.4000244140625,1967.199951171875,517358.0
2023-10-18 04:45:00,1972.0,1979.6500244140625,1948.050048828125,1963.4000244140625,474993.0
2023-10-19 04:45:00,1955.0,1955.0,1840.0,1843.8499755859375,2077841.0
2023-10-20 04:45:00,1855.050048828125,1884.0,1825.5,1842.550048828125,2374492.0
2023-10-23 04:45:00,1839.0,1846.050048828125,1805.699951171875,1823.449951171875,724200.0
2023-10-25 04:45:00,1829.949951171875,1858.5,1806.75,1819.25,442617.0
2023-10-26 04:45:00,1824.0,1824.0,1773.0,1781.8499755859375,675909.0
2023-10-27 04:45:00,1797.1500244140625,1835.0,1795.5999755859375,1826.949951171875,252287.0
2023-10-30 03:45:00,1830.0,1845.300048828125,1799.699951171875,1823.949951171875,822819.0
2023-10-31 03:45:00,1833.0,1855.0,1821.1500244140625,1850.75,792115.0
2023-11-01 03:45:00,1854.550048828125,1855.050048828125,1820.0,1824.0,704496.0
2023-11-02 03:45:00,1829.0,1857.699951171875,1827.0,1842.25,308915.0
2023-11-03 03:45:00,1851.9000244140625,1866.949951171875,1840.199951171875,1851.3499755859375,209124.0
2023-11-06 03:45:00,1857.0,1870.0,1848.0,1855.4000244140625,512282.0
2023-11-07 03:45:00,1855.4000244140625,1876.8499755859375,1844.4000244140625,1872.199951171875,191970.0
2023-11-08 03:45:00,1884.0,1895.0,1870.699951171875,1890.0,212578.0
2023-11-09 03:45:00,1894.9000244140625,1905.0,1875.449951171875,1899.25,184803.0
2023-11-10 03:45:00,1890.0,1902.0,1876.050048828125,1891.3499755859375,137779.0
2023-11-13 03:45:00,1897.0,1897.0,1862.550048828125,1873.25,364407.0
2023-11-15 03:45:00,1889.0,1898.0,1875.4000244140625,1883.5,222223.0
2023-11-16 03:45:00,1884.199951171875,1898.9000244140625,1875.699951171875,1892.8499755859375,167444.0
2023-11-17 03:45:00,1892.800048828125,1927.5,1886.5999755859375,1911.4000244140625,279642.0
2023-11-20 03:45:00,1918.0,1918.0,1888.0,1892.1500244140625,351051.0
2023-11-21 03:45:00,1886.1500244140625,1945.0,1886.1500244140625,1941.4000244140625,379527.0
2023-11-22 03:45:00,1949.949951171875,1973.9000244140625,1931.050048828125,1947.949951171875,517972.0
2023-11-23 03:45:00,1963.800048828125,1966.75,1950.0,1953.949951171875,171925.0
2023-11-24 03:45:00,1963.949951171875,1963.949951171875,1925.0,1933.699951171875,184033.0
2023-11-28 03:45:00,1934.949951171875,1946.050048828125,1914.0999755859375,1932.550048828125,247010.0
2023-11-29 03:45:00,1945.0,1960.0,1941.0,1945.75,354178.0
2023-11-30 03:45:00,1944.8499755859375,1983.199951171875,1930.0,1949.699951171875,1441205.0
2023-12-01 03:45:00,1958.8499755859375,1985.0,1944.550048828125,1978.449951171875,790565.0
2023-12-04 03:45:00,1999.0,2015.449951171875,1963.1500244140625,1991.0,584918.0
2023-12-05 03:45:00,1999.0,2003.300048828125,1952.75,1971.0,397445.0
2023-12-06 03:45:00,1972.0,1994.5,1960.0,1966.3499755859375,319651.0
2023-12-07 03:45:00,1968.550048828125,2003.949951171875,1956.300048828125,1969.5999755859375,987794.0
2023-12-08 03:45:00,1974.0,1979.3499755859375,1918.25,1928.75,253175.0
2023-12-11 03:45:00,1941.050048828125,1955.0,1910.0,1950.5999755859375,313475.0
2023-12-12 03:45:00,1953.75,1968.8499755859375,1915.0,1928.449951171875,234803.0
2023-12-13 03:45:00,1933.949951171875,1934.949951171875,1898.5999755859375,1921.0,269358.0
2023-12-14 03:45:00,1933.0,1957.800048828125,1911.550048828125,1949.949951171875,421435.0
2023-12-15 03:45:00,1961.75,1976.6500244140625,1950.25,1960.5,395548.0
2023-12-18 03:45:00,1968.0,1974.0,1932.449951171875,1941.300048828125,370832.0
2023-12-19 03:45:00,1940.0,1950.0,1903.0,1908.8499755859375,483766.0
2023-12-20 03:45:00,1920.0,1957.8499755859375,1852.75,1865.0,786084.0
2023-12-21 03:45:00,1850.0,1889.0,1823.550048828125,1884.1500244140625,400698.0
2023-12-22 03:45:00,1884.1500244140625,1942.0,1877.75,1933.9000244140625,763251.0
2023-12-26 03:45:00,1945.0,1946.0,1916.5,1922.0,299801.0
2023-12-27 03:45:00,1922.0,1932.6500244140625,1891.5999755859375,1906.6500244140625,445050.0
2023-12-28 03:45:00,1918.949951171875,1921.199951171875,1878.1500244140625,1889.550048828125,844215.0
2023-12-29 03:45:00,1894.0,1912.0,1882.25,1907.550048828125,340623.0
2024-01-01 03:45:00,1909.0,1913.949951171875,1893.050048828125,1904.949951171875,238462.0
2024-01-02 03:45:00,1903.0,1907.050048828125,1868.0,1899.699951171875,279468.0
2024-01-03 03:45:00,1898.0,1898.0,1853.449951171875,1861.0999755859375,450711.0
2024-01-04 03:45:00,1865.949951171875,1872.4000244140625,1840.0,1853.300048828125,448704.0
2024-01-05 03:45:00,1860.0999755859375,1870.449951171875,1835.5,1841.1500244140625,391876.0
2024-01-08 03:45:00,1841.0999755859375,1844.6500244140625,1803.0,1808.050048828125,972370.0
2024-01-09 03:45:00,1822.199951171875,1835.25,1810.0,1822.199951171875,562377.0
2024-01-10 03:45:00,1827.9000244140625,1829.9000244140625,1804.8499755859375,1810.949951171875,307426.0
2024-01-11 03:45:00,1818.949951171875,1829.0,1804.4000244140625,1812.3499755859375,533209.0
2024-01-12 03:45:00,1821.949951171875,1823.0,1805.5,1811.8499755859375,265406.0
2024-01-15 03:45:00,1820.0,1823.8499755859375,1788.25,1802.75,719547.0
2024-01-16 03:45:00,1814.9000244140625,1820.0999755859375,1783.25,1794.1500244140625,298260.0
2024-01-17 03:45:00,1789.050048828125,1803.25,1771.0,1774.699951171875,319628.0
2024-01-18 03:45:00,1775.0,1798.0,1740.0,1791.4000244140625,876994.0
2024-01-19 03:45:00,1806.949951171875,1859.0,1801.5999755859375,1850.75,623395.0
2024-01-23 03:45:00,1834.949951171875,1838.800048828125,1765.0,1774.4000244140625,1306351.0
2024-01-24 03:45:00,1779.800048828125,1834.25,1772.199951171875,1827.8499755859375,489460.0
2024-01-25 03:45:00,1829.5,1833.0,1786.5,1800.050048828125,512718.0
2024-01-29 03:45:00,1810.0,1875.0,1810.0,1868.75,1046879.0
2024-01-30 03:45:00,1889.949951171875,1889.949951171875,1863.25,1876.449951171875,773114.0
2024-01-31 03:45:00,1842.0,1884.0,1807.0999755859375,1830.4000244140625,1742853.0
2024-02-01 03:45:00,1834.0,1905.0,1820.0,1889.199951171875,1028119.0
2024-02-02 03:45:00,1889.9000244140625,1943.0,1889.9000244140625,1902.449951171875,829998.0
2024-02-05 03:45:00,1910.0,1919.8499755859375,1860.0,1874.800048828125,814203.0
2024-02-06 03:45:00,1893.949951171875,1904.949951171875,1874.800048828125,1888.75,387406.0
2024-02-07 03:45:00,1895.0,1913.0,1886.300048828125,1894.3499755859375,265200.0
2024-02-08 03:45:00,1903.0,1911.0,1869.5999755859375,1873.449951171875,479678.0
2024-02-09 03:45:00,1879.0,1880.949951171875,1835.550048828125,1852.449951171875,358812.0
2024-02-12 03:45:00,1852.449951171875,1955.0,1833.550048828125,1938.4000244140625,1545736.0
2024-02-13 03:45:00,1943.949951171875,1947.9000244140625,1874.6500244140625,1899.699951171875,484655.0
2024-02-14 03:45:00,1880.0,1954.949951171875,1880.0,1950.3499755859375,609990.0
2024-02-15 03:45:00,1954.949951171875,1966.0,1944.5999755859375,1955.25,397001.0
2024-02-16 03:45:00,1955.25,1983.800048828125,1948.199951171875,1968.800048828125,360551.0
2024-02-19 03:45:00,1970.1500244140625,1973.800048828125,1948.449951171875,1966.699951171875,421390.0
2024-02-20 03:45:00,1966.699951171875,1984.949951171875,1944.9000244140625,1952.0,329238.0
2024-02-21 03:45:00,1966.0,1970.0,1922.75,1930.5,649882.0
2024-02-22 03:45:00,1943.0,1969.949951171875,1925.0999755859375,1965.1500244140625,305171.0
2024-02-23 03:45:00,1981.0,2095.0,1968.0,2075.89990234375,2917191.0
2024-02-26 03:45:00,2094.0,2124.449951171875,2042.050048828125,2084.449951171875,2331714.0
2024-02-27 03:45:00,2094.89990234375,2134.550048828125,2075.0,2095.25,1057268.0
2024-02-28 03:45:00,2104.0,2116.75,2039.199951171875,2052.449951171875,639894.0
2024-02-29 03:45:00,2052.5,2090.0,2031.5,2069.10009765625,2050782.0
2024-03-01 03:45:00,2086.5,2106.199951171875,2066.050048828125,2073.60009765625,388318.0
2024-03-04 03:45:00,2115.0,2119.39990234375,2071.550048828125,2097.10009765625,763233.0
2024-03-05 03:45:00,2106.0,2143.800048828125,2088.0,2106.75,803395.0
2024-03-06 03:45:00,2111.0,2111.0,2047.6500244140625,2093.0,477261.0
2024-03-07 03:45:00,2080.050048828125,2134.0,2080.050048828125,2100.25,415811.0
2024-03-11 03:45:00,2100.25,2124.949951171875,2077.300048828125,2101.0,801434.0
2024-03-12 03:45:00,2102.0,2109.699951171875,2035.550048828125,2044.3499755859375,479940.0
2024-03-13 03:45:00,2049.050048828125,2083.25,1975.5999755859375,2001.1500244140625,1066781.0
2024-03-14 03:45:00,1982.25,2045.75,1975.550048828125,2015.6500244140625,563858.0
2024-03-15 03:45:00,2015.0,2057.39990234375,1956.800048828125,2030.199951171875,514531.0
2024-03-18 03:45:00,2035.25,2050.0,1944.449951171875,1970.5999755859375,1769550.0
2024-03-19 03:45:00,1979.9000244140625,2022.0,1878.5999755859375,1951.75,2131586.0
2024-03-20 03:45:00,1951.75,1965.0,1895.8499755859375,1904.8499755859375,1106750.0
2024-03-21 03:45:00,1914.5999755859375,1950.0,1902.0,1942.5,390508.0
2024-03-22 03:45:00,1940.0,1956.75,1912.050048828125,1938.9000244140625,519482.0
2024-03-26 03:45:00,1925.800048828125,1999.0,1925.800048828125,1992.9000244140625,456184.0
2024-03-27 03:45:00,2009.800048828125,2018.800048828125,1987.699951171875,1998.0999755859375,327476.0
2024-03-28 03:45:00,2010.0,2012.050048828125,1982.0,1991.25,379847.0
2024-04-01 04:45:00,1998.199951171875,2037.800048828125,1995.0,2029.699951171875,445828.0
2024-04-02 04:45:00,2050.0,2061.0,2037.0,2051.699951171875,490877.0
2024-04-03 04:45:00,2051.699951171875,2065.14990234375,2028.4000244140625,2057.75,290457.0
2024-04-04 04:45:00,2094.0,2100.0,2051.050048828125,2062.5,379027.0
2024-04-05 04:45:00,2062.5,2067.949951171875,2035.949951171875,2042.300048828125,301755.0
2024-04-08 04:45:00,2058.64990234375,2058.64990234375,2001.0999755859375,2024.800048828125,670678.0
2024-04-09 04:45:00,2042.9000244140625,2043.0999755859375,1990.0,1997.050048828125,173393.0
2024-04-10 04:45:00,2007.949951171875,2014.699951171875,1990.0,1995.25,180200.0
2024-04-12 04:45:00,1990.1500244140625,2022.550048828125,1960.050048828125,1964.25,413279.0
2024-04-15 04:45:00,1940.050048828125,1976.8499755859375,1936.050048828125,1969.550048828125,570103.0
2024-04-16 04:45:00,1945.0,2003.75,1945.0,1987.3499755859375,423415.0
2024-04-18 04:45:00,1990.0,2008.0,1975.050048828125,1987.449951171875,500791.0
2024-04-19 04:45:00,1975.0,1977.449951171875,1938.25,1943.6500244140625,494224.0
2024-04-22 04:45:00,1949.9000244140625,1981.0,1949.9000244140625,1961.699951171875,332780.0
2024-04-23 04:45:00,1968.050048828125,1978.300048828125,1954.0,1958.5999755859375,507115.0
2024-04-24 04:45:00,1966.0,1995.0999755859375,1958.0,1988.8499755859375,165710.0
2024-04-25 04:45:00,2006.0,2032.699951171875,1986.0,2010.6500244140625,689666.0
2024-04-26 04:45:00,2016.949951171875,2043.199951171875,1985.5,2039.75,351693.0
2024-04-29 04:45:00,2057.0,2089.0,2040.949951171875,2055.5,639029.0
2024-04-30 04:45:00,2023.0,2149.39990234375,2023.0,2118.10009765625,1100749.0
2024-05-02 04:45:00,2120.0,2142.0,2055.35009765625,2062.89990234375,463442.0
2024-05-03 04:45:00,2078.949951171875,2083.89990234375,2044.0999755859375,2069.5,298394.0
2024-05-06 04:45:00,2063.699951171875,2116.699951171875,2060.0,2109.5,445527.0
2024-05-07 04:45:00,2114.5,2131.0,2031.050048828125,2068.60009765625,386392.0
2024-05-08 04:45:00,2060.60009765625,2128.0,2050.35009765625,2089.25,614527.0
