Price,Adj Close,Close,High,Low,Open,Volume
Ticker,BAJAJAUTO.NS,BAJAJAUTO.NS,BAJAJAUTO.NS,BAJAJAUTO.NS,BAJAJAUTO.NS,BAJAJAUTO.NS
Date,,,,,,
