Price,Close,High,Low,Open,Volume
Ticker,LALPATHLAB.NS,LALPATHLAB.NS,LALPATHLAB.NS,LALPATHLAB.NS,LALPATHLAB.NS
Date,,,,,
2023-04-24,1882.0653076171875,1890.6098339759708,1847.9361171077512,1885.6991590825266,159817
2023-04-25,1896.9447021484375,1907.3062749242563,1859.0834677493406,1863.110197492953,175311
2023-04-26,1895.7171630859375,1902.3957298662717,1876.9584062479214,1882.7530274412197,215154
2023-04-27,1896.8956298828125,1904.3598321681752,1876.4181383884616,1890.6099416832064,164736
2023-04-28,1919.5830078125,1926.457953350841,1880.7886722747187,1888.547563360182,136510
2023-05-02,1921.3509521484375,1936.7704253273273,1910.5965008245853,1919.1411481641644,163437
2023-05-03,1899.54736328125,1928.8640703460435,1894.587653246271,1918.1097395776496,104717
2023-05-04,1927.538330078125,1932.0070927546963,1898.9090678342775,1901.0206822846303,81366
2023-05-05,1910.743896484375,1930.8776666606432,1905.342153266352,1930.8776666606432,68922
2023-05-08,1895.520751953125,1913.150029125578,1876.6638058998733,1911.1857589163,214356
2023-05-09,1894.7841796875,1921.2036383854256,1888.2039223413044,1895.5207810272773,83293
2023-05-10,1915.0159912109375,1920.0740106645073,1891.5920943937806,1891.5920943937806,104675
2023-05-11,1872.2930908203125,1934.756854762341,1854.3691265193881,1915.1633088659094,432047
2023-05-12,2004.4395751953125,2022.2161967546845,1858.3960120243753,1875.8780649837045,772746
2023-05-15,1973.0111083984375,2040.8766157727432,1965.2522175944462,1984.8949184199778,472595
2023-05-16,1997.024169921875,2017.0597478160048,1974.09134174567,1977.03774673335,320494
2023-05-17,1977.627197265625,2006.5019929482207,1949.5381576124414,2003.5064329618172,141909
2023-05-18,1940.8460693359375,1988.8233392455106,1935.1496384825357,1981.9975490740333,110558
2023-05-19,1905.4892578125,1951.109380931924,1899.4491035415333,1951.109380931924,135812
2023-05-22,1982.14501953125,1988.7744314852375,1896.5028863925893,1909.2214880373867,207190
2023-05-23,1989.5108642578125,2006.698227126815,1946.591611792172,1980.7699584817715,210724
2023-05-24,2009.644775390625,2018.9750587557855,1950.5202908640554,1989.5110060237,230038
2023-05-25,1989.36376953125,2020.2518700010714,1982.7343577069878,1998.6448981294022,108184
2023-05-26,1989.7564697265625,2036.5061943267951,1983.9128140963,1988.8234893787167,136962
2023-05-29,2009.153564453125,2012.3946579781548,1980.9663373069488,1989.7563977888651,86962
2023-05-30,1996.582275390625,2020.2517050302347,1991.818944594881,2008.5152396777755,75479
2023-05-31,1996.6312255859375,2021.2337543711915,1978.5600381737308,1990.2965030287753,147747
2023-06-01,1969.5244140625,2019.2695761892307,1964.171826225397,2011.4124961262376,194879
2023-06-02,1979.198486328125,1997.1224508233026,1963.533480382673,1992.2117756191444,168239
2023-06-05,1982.48876953125,2003.015296334407,1965.890663071054,1983.9128174097157,124072
2023-06-06,1982.83251953125,1998.5957154927348,1975.122783199041,1982.4887962341838,139875
2023-06-07,1992.457275390625,2004.5375841425926,1982.930613612883,1997.3679505110135,120064
2023-06-08,1971.6361083984375,2008.4661726898157,1964.3682850670325,1998.5466326852443,157888
2023-06-09,1920.7122802734375,1979.9841018033874,1915.1631937086336,1974.0912919765915,207866
2023-06-12,1924.591796875,1933.1364436410418,1881.8198878951935,1923.0204047917894,240040
2023-06-13,1952.1407470703125,1973.9440971235313,1926.9489591765657,1926.9489591765657,161521
2023-06-14,1961.6182861328125,1972.8636839423484,1937.7523576444323,1971.636015190673,411041
2023-06-15,1958.77001953125,1984.7474416829348,1954.4486016602273,1959.3592765387705,366360
2023-06-16,1990.24755859375,1998.6448613725295,1956.9041210244545,1958.377323624975,528277
2023-06-19,2083.255615234375,2104.1259845443496,2003.9483317460015,2013.3768040210723,1266232
2023-06-20,2183.531982421875,2190.1613947152955,2090.032763661596,2095.8764198755343,1640325
2023-06-21,2191.97802734375,2205.3840737642995,2152.8398529019573,2183.5315706953816,367711
2023-06-22,2141.496337890625,2212.897508605745,2136.143749783762,2190.112023230531,313140
2023-06-23,2072.15771484375,2142.72397376337,2061.5014537235015,2131.2330417246303,314414
2023-06-26,2127.893798828125,2145.9158323116194,2038.4703586215307,2072.1576372659947,382502
2023-06-27,2180.388916015625,2189.6208893635953,2126.3223347895296,2143.8043862369136,457887
