Price,Close,High,Low,Open,Volume
Ticker,VOLTAS.NS,VOLTAS.NS,VOLTAS.NS,VOLTAS.NS,VOLTAS.NS
Date,,,,,
2023-04-24,840.5050659179688,855.7680795629142,837.7795320879527,849.3754517540851,780453
2023-04-25,836.0451049804688,844.4199392463044,834.3106743540826,841.5457157257227,834942
2023-04-26,846.996826171875,859.0882981047273,837.4822590236117,837.4822590236117,1980399
2023-04-27,801.2078857421875,839.662679467558,797.8381105195342,823.1112432130101,4067448
2023-04-28,791.9410400390625,799.572547164659,755.9640041522698,799.572547164659,5231996
2023-05-02,794.4187622070312,802.6945102675827,785.99438496095,788.8686084535275,1819490
2023-05-03,802.6945190429688,810.7224308977903,791.4454612431741,794.8647794376868,1811010
2023-05-04,794.7656860351562,807.650027728507,787.927049708753,806.3615451654606,1786337
2023-05-05,791.3463745117188,801.7529582744335,787.9270563198274,793.8736756128072,1238885
2023-05-08,796.2027587890625,800.5140941519871,791.3959323013084,791.8914839182786,589279
2023-05-09,796.5992431640625,801.2574405724395,793.9727953350007,797.6398894859417,940654
2023-05-10,800.266357421875,801.2574607042126,791.5942037014215,798.7797024983687,1415592
2023-05-11,806.361572265625,808.7402442396569,798.3832032781105,801.8025215562285,886748
2023-05-12,801.85205078125,809.681790442848,800.8114044951237,808.541997539099,460176
2023-05-15,803.1405029296875,807.1049159715906,797.838124682999,801.8025377249022,380824
2023-05-16,797.3921508789062,808.7402958044939,795.9054959233833,804.7758825897661,511123
2023-05-17,795.8558959960938,800.9104982868839,787.927070133119,799.8203089275811,763149
2023-05-18,790.4544067382812,801.8520944276075,788.9677518222821,797.8381382528387,354925
2023-05-19,790.1570434570312,793.8736805382026,778.8584425334144,793.8241374755484,864639
2023-05-22,802.496337890625,804.7263202705589,783.4671428167607,789.9093141365696,950899
2023-05-23,798.6309814453125,805.7669368963282,796.8470077055939,802.4963082914873,401163
2023-05-24,796.3018798828125,801.7529474947537,792.3870101358089,798.6309482110591,1950756
2023-05-25,805.0236206054688,806.7580513054498,794.3692605912997,796.8470187341297,745354
2023-05-26,807.3031616210938,810.6729369574101,802.0007832896847,807.7987132592496,446811
2023-05-29,818.4035034179688,820.1379340943012,807.74914354907,810.7224532799255,982588
2023-05-30,814.5381469726562,823.6067655190903,811.7630700897923,818.6512494810693,610358
2023-05-31,814.0426635742188,819.4441886066616,809.7313884567717,811.8622847285156,805009
2023-06-01,818.0565795898438,824.5482932459888,811.7630381737167,812.7541413423537,804182
2023-06-02,811.614501953125,823.4085947154766,809.7809245858531,822.6157241881817,713546
2023-06-05,815.92578125,819.0477808017772,813.745341919564,814.686902140905,356474
2023-06-06,796.1531982421875,817.6601500448247,784.3591063125822,816.6690468326492,1881812
2023-06-07,798.9282836914062,801.8025072343434,794.0223711323247,801.8025072343434,520388
2023-06-08,797.78857421875,803.7847367905844,794.4187989675308,803.7847367905844,958527
2023-06-09,775.1212768554688,802.4714769682621,774.1747190260611,801.2758281739168,2202969
2023-06-12,787.775146484375,792.8067720462643,771.3849480705225,777.2136525944453,1935001
2023-06-13,803.4678344726562,805.0619923103577,787.1274429767111,787.8249098356642,1116993
2023-06-14,812.28564453125,823.9929199967418,798.0874593922492,805.0620064780742,2311363
2023-06-15,797.9878540039062,815.2249369260909,795.0983744331825,812.9831182011853,1006762
2023-06-16,793.304931640625,800.7776607238765,791.411815947578,799.0838299690279,1078391
2023-06-19,787.2769165039062,796.7921790616385,782.6936063286705,795.0983483623824,1144336
2023-06-20,786.3801879882812,791.9099953293867,783.1918114270775,787.1274608941934,772917
2023-06-21,784.0387573242188,791.1129165092763,780.1529138876112,787.4263580102531,1583443
2023-06-22,779.2561645507812,786.1310996333208,775.7190849470152,783.142007999734,1942087
2023-06-23,747.7711181640625,774.6729438674998,745.7783903341783,765.4067716211836,4692817
2023-06-26,754.8951416015625,756.2402085563126,744.88163564401,750.4115040014262,1236917
2023-06-27,758.33251953125,765.0081696440182,755.144203787741,758.1332954071992,1446118
2023-06-28,759.9267578125,763.9122134078841,756.04091428171,760.2256548195086,1273148
2023-06-30,756.9874267578125,761.2219730739963,753.3506744198008,757.1867116882775,1020924
2023-07-03,759.8270874023438,766.6522166195404,756.987474606701,762.2183850926308,1172805
