Price,Close,High,Low,Open,Volume
Ticker,BANKINDIA.NS,BANKINDIA.NS,BANKINDIA.NS,BANKINDIA.NS,BANKINDIA.NS
Date,,,,,
2023-04-24,75.85164642333984,76.08957505987605,73.23443142144158,73.85304732863688,9303016
2023-04-25,76.18475341796875,78.32611117756306,75.75647750944637,76.32750479313702,13250540
2023-04-26,76.0895767211914,76.85095127913317,75.23303941976431,76.13716535393999,7990462
2023-04-27,77.27921295166016,77.4695602044605,75.80405986273503,76.13715847887907,7354407
2023-04-28,79.94402313232422,80.41988041287377,77.75507673739395,77.75507673739395,17197134
2023-05-02,80.61021423339844,82.56123183830222,80.18194561817825,80.70539149100765,15211839
2023-05-03,79.61092376708984,81.5619342430688,78.70679058563108,79.94402240825642,9115680
2023-05-04,82.18054962158203,82.60882552402454,79.658504621662,79.84885188752726,12588309
2023-05-05,82.03778839111328,84.8929319396811,81.46676113360083,82.32330565037228,21390482
2023-05-08,77.23163604736328,78.89713648533659,75.32820697539378,78.04059195074917,31978754
2023-05-09,75.23303985595703,78.75438086959073,74.37649528855788,78.0405949402591,12625095
2023-05-10,74.32890319824219,75.28061772641688,73.47235867068385,75.13785909498955,9066616
2023-05-11,74.47166442871094,75.32820898616247,74.09097715195405,75.09028034581515,5788684
2023-05-12,73.75787353515625,74.61441803486237,73.51994491084929,74.23373078377016,5123202
2023-05-15,74.66200256347656,75.28061846506101,72.56823348535069,73.71028802596376,6984746
2023-05-16,73.37718963623047,76.47026189352492,73.18684963249156,75.18544871577299,9467943
2023-05-17,72.85375213623047,74.42407534417978,72.18754759070104,73.56753805293681,7285701
2023-05-18,72.66339874267578,74.09097045573819,72.3303001284956,73.47235459454343,4464221
2023-05-19,72.04479217529297,73.04409540774932,71.42618349530261,72.71099675059925,4778259
2023-05-22,71.66410827636719,72.28271692296467,71.18825100298096,72.09237691801249,4437252
2023-05-23,71.09307098388672,72.23513275235007,70.71239098873775,72.0447854937701,4756333
2023-05-24,69.99860382080078,71.3785869303861,69.7606751976995,70.95031831320593,4709974
2023-05-25,68.99929809570312,69.95101255219558,68.5234408674569,69.90342392496893,7233513
2023-05-26,70.9503173828125,71.37858599437666,69.09446979035556,69.28481704294371,7290651
2023-05-29,71.52134704589844,72.13996293104569,71.09307115879396,71.75927567395465,5170603
2023-05-30,71.23583221435547,71.85444812057482,70.90273357593144,71.52134948215078,2703655
