Price,Close,High,Low,Open,Volume
Ticker,GRANULES.NS,GRANULES.NS,GRANULES.NS,GRANULES.NS,GRANULES.NS
Date,,,,,
2023-04-24,295.306640625,300.07123985250456,294.61178935355497,299.82308301164323,544714
2023-04-25,294.66143798828125,296.89484954914354,292.37837688384997,295.3066397140137,275467
2023-04-26,296.9444885253906,297.78822789628043,293.8177181909967,294.6614575618865,417472
2023-04-27,299.9720153808594,301.26241889666136,294.85995998594234,296.94448360519397,635897
2023-04-28,298.1356506347656,301.65946584666693,295.75335089343906,301.51057779269365,991295
2023-05-02,298.6319580078125,301.41130259830095,296.54743441865406,298.4830699569978,1054387
2023-05-03,297.49041748046875,299.7734481807064,295.80293893327985,295.80293893327985,494373
2023-05-04,301.3616638183594,307.5159350964037,297.54004253462756,297.54004253462756,2936363
2023-05-05,294.462890625,303.74396219503126,293.96657696128267,302.75133486759654,1152479
2023-05-08,304.190673828125,306.2255478475175,292.9243469654938,294.85995218800724,1635272
2023-05-09,297.39117431640625,306.57297774225896,296.5474349701083,305.1833054444305,1051952
2023-05-10,298.5326843261719,299.6245805019248,293.8177042744701,297.44078815041894,635528
2023-05-11,296.6466979980469,300.2201626176555,294.81033129008017,298.5326839578842,559968
2023-05-12,293.9169616699219,298.1852471183365,293.420647999521,296.29926122932966,418971
2023-05-15,290.64129638671875,295.50519497757756,288.3582654383202,294.81034366671634,866140
2023-05-16,286.0255432128906,300.2201314199541,281.9061460804425,291.83241882975386,3737374
2023-05-17,283.841796875,296.00148165655304,278.0349209412113,285.9759395740623,4555413
2023-05-18,275.7022399902344,287.7130367017907,274.16367975088605,285.281087634349,2273957
2023-05-19,274.262939453125,277.93567296288256,272.1287965942483,277.93567296288256,1272913
2023-05-22,274.21331787109375,279.77203734165806,270.9872788373162,270.9872788373162,1351751
2023-05-23,273.8162841796875,276.34747202353424,271.97991736523727,275.65265099413773,1127426
2023-05-24,276.8437805175781,278.3327216429426,272.97253965014755,273.8162790130377,919244
2023-05-25,271.0368957519531,277.93566820478395,270.34207475699145,277.7867801553339,1659369
2023-05-26,274.80889892578125,275.80152631558536,270.3420756716628,271.0368966689753,810097
2023-05-29,279.27569580078125,280.26832309682624,274.80887296857867,275.95038830051425,738499
2023-05-30,279.87127685546875,282.6506211536434,278.4815744138005,280.71498581887755,904908
2023-05-31,279.87127685546875,282.30319554322637,277.7867534855473,279.32531366979026,785679
2023-06-01,285.9263000488281,286.67077057173873,279.474222183603,279.57349097850766,1224324
2023-06-02,284.83441162109375,288.8545400093462,281.2609473356579,287.11744226014906,1373742
2023-06-05,282.650634765625,286.27371849427107,281.90616426141355,286.12483045194523,606860
2023-06-06,280.21868896484375,282.8987949285685,277.985277425934,282.8987949285685,783520
2023-06-07,281.7076416015625,283.14696343632676,279.62314831339904,280.2683500593822,797592
2023-06-08,277.7867736816406,282.4521041136615,276.9926536154404,280.91354381755974,792292
