Price,Close,High,Low,Open,Volume
Ticker,TATAMOTORS.NS,TATAMOTORS.NS,TATAMOTORS.NS,TATAMOTORS.NS,TATAMOTORS.NS
Date,,,,,
2023-04-24,472.2662048339844,473.06125363279267,465.40878004530106,468.290900181608,8020593
2023-04-25,470.6263427734375,473.4587532558678,468.9865357559777,472.2661801200634,6888352
2023-04-26,475.2476501464844,476.53961193664856,469.6822179558437,470.0797423274969,7791425
2023-04-27,478.62664794921875,479.02417231684365,473.5581288567967,475.5457810240865,7085793
2023-04-28,481.95599365234375,484.9871512157757,475.396735131543,478.42789269497496,9947813
2023-05-02,477.28497314453125,481.0118209306676,471.62015237793804,479.5210818162131,11542592
2023-05-03,480.71368408203125,482.1050345196726,474.8004068105996,477.28497199537514,8529233
2023-05-04,477.8315734863281,483.3970056741678,475.7942421269026,480.6143047448307,5650101
2023-05-05,474.1544494628906,481.707534065336,473.21030251414754,478.67634619195894,4830674
2023-05-08,497.40997314453125,499.19884802916874,475.1482741185813,477.0365376810689,23515333
2023-05-09,500.54052734375,509.6340304225562,498.4534863922617,498.90072028514015,19818780
2023-05-10,506.35443115234375,509.73346437724405,501.23623246756966,504.86369190459396,12481404
2023-05-11,508.44146728515625,510.97574217950825,502.3791216699915,508.838991681574,11454020
2023-05-12,512.7645874023438,517.2864840166444,507.14944568522833,510.7272560330799,19766717
2023-05-15,527.5725708007812,533.8337238746901,518.2803208551107,520.6157879705113,38270067
2023-05-16,517.9324951171875,532.6411092325462,515.6466465656471,530.6534570370023,16514882
2023-05-17,512.3173217773438,520.7151639168046,509.33584366806724,519.2741040323222,13684847
2023-05-18,505.3108825683594,517.6840293975115,503.9692112943652,515.5969582342628,12293322
2023-05-19,521.708984375,523.1500442440743,501.63368652218907,506.6524958208101,19343560
2023-05-22,519.274169921875,523.7463876532596,516.1435932465718,521.7090561517402,9978339
2023-05-23,525.2371215820312,527.721686963214,517.9325236246877,519.2741646671926,12256902
2023-05-24,516.9883422851562,526.3800109334516,515.9448370260858,523.895445717412,7648284
2023-05-25,511.67132568359375,514.8019020540106,505.9568561347457,514.8019020540106,11543712
2023-05-26,515.2491455078125,516.5411072856632,509.03773248128937,511.72107504041344,8360570
2023-05-29,518.2305908203125,521.8580194022339,516.4913952834343,521.7586610634572,6596504
2023-05-30,515.5969848632812,520.267979812751,514.8019360897899,518.2306483749503,5134688
2023-05-31,523.0507202148438,524.2433237940048,513.2118771680254,516.7399480685259,12327284
2023-06-01,531.8956909179688,532.9391960933395,519.6219033402177,524.243218534707,12511265
2023-06-02,532.5914306640625,537.9083760298472,529.4608541891937,533.6846151095205,12294728
2023-06-05,542.8775024414062,545.4117468428763,534.5790788413321,535.6722632785684,15008325
2023-06-06,552.31884765625,553.5611302645636,541.9830320917482,546.0577554420153,15395092
2023-06-07,564.4435424804688,571.4500043147486,548.7411023196601,555.3500094528234,20855239
2023-06-08,556.2444458007812,572.9903902837868,553.5611033655484,566.4808418642058,21527339
2023-06-09,558.8284301757812,562.952832948053,555.846951735585,560.9155014789192,9361533
2023-06-12,560.6670532226562,565.3877274893526,557.188661657722,563.4994335193401,7599572
2023-06-13,558.7290649414062,567.5244019683009,557.2880049147304,564.195108681096,12845897
2023-06-14,566.779052734375,567.6735205508908,560.5179599937713,562.5056123341748,12713256
2023-06-15,564.9404907226562,571.4500399152412,564.2448002815272,568.2697840831763,12475759
2023-06-16,566.2821044921875,568.6673114159225,562.5552565853089,566.1330669709115,8736313
2023-06-19,562.5552368164062,569.6611175058113,560.7166828436214,567.1268731498568,6280388
2023-06-20,579.6490478515625,580.3447382232558,559.0271571650303,562.5552275363616,18074902
2023-06-21,577.810546875,582.282764542273,570.9531221885144,581.3386175697374,9146332
