ticker,sector,signal_type,current_price,target_price,stop_loss,buy_strength,sell_strength,volume,position_size,risk_per_share,ema_50,ema_trend,rsi,inside_bar_data,timestamp
VOLTAS,FMCG,WEAK_SELL,1352.199951171875,1351.0,1356.800048828125,0.0,0.1695201021043273,482,217,4.60009765625,1362.6205130362994,BEARISH,13.792798632800995,"{'has_inside_bar': True, 'inside_bar_type': 'BEARISH', 'mother_bar_high': 1356.800048828125, 'mother_bar_low': 1351.0, 'inside_bar_high': 1352.9000244140625, 'inside_bar_low': 1352.0, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:36
HINDUNILVR,FMCG,HOLD,2625.0,2625.0,2625.0,0.0,0.0,2946,0,0.0,2636.6531746731757,BEARISH,30.414702474038904,"{'has_inside_bar': False, 'inside_bar_type': 'NONE', 'mother_bar_high': 0, 'mother_bar_low': 0, 'inside_bar_high': 0, 'inside_bar_low': 0, 'breakout_signal': 'NONE', 'bars_since_inside': 999}",08:31:36
NESTLEIND,FMCG,HOLD,1165.5999755859375,1165.5999755859375,1165.5999755859375,0.0,0.0,350,0,0.0,1172.2161973856362,BEARISH,31.116911619088427,"{'has_inside_bar': True, 'inside_bar_type': 'BULLISH', 'mother_bar_high': 1165.699951171875, 'mother_bar_low': 1163.0, 'inside_bar_high': 1165.5999755859375, 'inside_bar_low': 1164.5, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:36
ASIANPAINT,Industrials,HOLD,2513.5,2513.5,2513.5,0.0,0.0,302,0,0.0,2546.8396909728485,BEARISH,26.365692414752957,"{'has_inside_bar': False, 'inside_bar_type': 'NONE', 'mother_bar_high': 0, 'mother_bar_low': 0, 'inside_bar_high': 0, 'inside_bar_low': 0, 'breakout_signal': 'NONE', 'bars_since_inside': 999}",08:31:36
TATACHEM,Industrials,WEAK_SELL,938.4000244140625,936.9000244140625,939.5,0.0,0.058540478229776476,0,909,1.0999755859375,940.0454896373791,BEARISH,45.73653680554899,"{'has_inside_bar': True, 'inside_bar_type': 'BEARISH', 'mother_bar_high': 939.5, 'mother_bar_low': 936.9000244140625, 'inside_bar_high': 938.4500122070312, 'inside_bar_low': 937.5999755859375, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:36
TATACONSUM,FMCG,WEAK_SELL,1086.199951171875,1084.5,1086.9000244140625,0.0,0.03220504307950967,257,1428,0.7000732421875,1087.9790640021392,BEARISH,66.66666666666666,"{'has_inside_bar': True, 'inside_bar_type': 'BEARISH', 'mother_bar_high': 1086.9000244140625, 'mother_bar_low': 1084.5, 'inside_bar_high': 1086.800048828125, 'inside_bar_low': 1086.0999755859375, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:36
COLPAL,FMCG,HOLD,2315.0,2315.0,2315.0,0.0,0.0,6480,0,0.0,2327.1701126247585,BEARISH,37.94163863355948,"{'has_inside_bar': True, 'inside_bar_type': 'BULLISH', 'mother_bar_high': 2320.39990234375, 'mother_bar_low': 2310.10009765625, 'inside_bar_high': 2316.199951171875, 'inside_bar_low': 2310.199951171875, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:36
BRITANNIA,FMCG,HOLD,5547.0,5547.0,5547.0,0.0,0.0,1926,0,0.0,5590.195165890395,BEARISH,33.33333333333333,"{'has_inside_bar': False, 'inside_bar_type': 'NONE', 'mother_bar_high': 0, 'mother_bar_low': 0, 'inside_bar_high': 0, 'inside_bar_low': 0, 'breakout_signal': 'NONE', 'bars_since_inside': 999}",08:31:36
INDHOTEL,Services,WEAK_SELL,789.1500244140625,788.9000244140625,790.4000244140625,0.0,0.07907388419722325,573,800,1.25,798.0076440340245,BEARISH,19.573235098632907,"{'has_inside_bar': True, 'inside_bar_type': 'BEARISH', 'mother_bar_high': 790.4000244140625, 'mother_bar_low': 788.9000244140625, 'inside_bar_high': 790.2999877929688, 'inside_bar_low': 789.1500244140625, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:36
ITC,FMCG,WEAK_SELL,398.20001220703125,398.1000061035156,399.04998779296875,0.0,0.10649988872803526,25088,1176,0.8499755859375,403.4547709556935,BEARISH,6.666440608999352,"{'has_inside_bar': True, 'inside_bar_type': 'BEARISH', 'mother_bar_high': 399.04998779296875, 'mother_bar_low': 398.1000061035156, 'inside_bar_high': 398.3500061035156, 'inside_bar_low': 398.1499938964844, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:36
BALKRISIND,Auto,HOLD,2394.0,2394.0,2394.0,0.0,0.0,34,0,0.0,2408.767918303143,BEARISH,29.260021039079305,"{'has_inside_bar': False, 'inside_bar_type': 'NONE', 'mother_bar_high': 0, 'mother_bar_low': 0, 'inside_bar_high': 0, 'inside_bar_low': 0, 'breakout_signal': 'NONE', 'bars_since_inside': 999}",08:31:36
PHOENIXLTD,Realty,STRONG_BUY,1590.0,1619.199951171875,1575.4000244140625,0.6010756089844985,0.0,13228,68,14.5999755859375,1566.6525055663492,BULLISH,83.00815385556999,"{'has_inside_bar': True, 'inside_bar_type': 'BULLISH', 'mother_bar_high': 1580.5, 'mother_bar_low': 1575.4000244140625, 'inside_bar_high': 1579.9000244140625, 'inside_bar_low': 1576.699951171875, 'breakout_signal': 'BULLISH_BREAKOUT', 'bars_since_inside': 3}",08:31:36
SRF,Industrials,WEAK_SELL,2927.0,2927.199951171875,2934.60009765625,0.0,0.12949119817585877,65,131,7.60009765625,2924.0787706050696,BULLISH,76.4208838313751,"{'has_inside_bar': True, 'inside_bar_type': 'BEARISH', 'mother_bar_high': 2934.60009765625, 'mother_bar_low': 2927.199951171875, 'inside_bar_high': 2932.0, 'inside_bar_low': 2928.39990234375, 'breakout_signal': 'BEARISH_BREAKOUT', 'bars_since_inside': 3}",08:31:36
EICHERMOT,Auto,WEAK_SELL,5937.5,5936.5,5944.5,0.0,0.05887795441164101,221,142,7.0,5940.628258886406,BEARISH,47.826086956521735,"{'has_inside_bar': True, 'inside_bar_type': 'BEARISH', 'mother_bar_high': 5944.5, 'mother_bar_low': 5936.5, 'inside_bar_high': 5939.0, 'inside_bar_low': 5937.5, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:36
WIPRO,I.T,WEAK_BUY,249.77999877929688,249.92999267578125,249.49000549316406,0.05811721506831227,0.0,4385,3448,0.2899932861328125,249.7360869971251,BULLISH,63.63639165978224,"{'has_inside_bar': True, 'inside_bar_type': 'BULLISH', 'mother_bar_high': 249.92999267578125, 'mother_bar_low': 249.49000549316406, 'inside_bar_high': 249.82000732421875, 'inside_bar_low': 249.6999969482422, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:36
APOLLOHOSP,Pharmaceuticals,HOLD,7931.5,7931.5,7931.5,0.0,0.0,3886,0,0.0,7915.644603378068,BULLISH,59.16030534351145,"{'has_inside_bar': False, 'inside_bar_type': 'NONE', 'mother_bar_high': 0, 'mother_bar_low': 0, 'inside_bar_high': 0, 'inside_bar_low': 0, 'breakout_signal': 'NONE', 'bars_since_inside': 999}",08:31:36
SHRIRAMFIN,Finance,HOLD,615.0,615.0,615.0,0.0,0.0,7241,0,0.0,617.6896868832977,BEARISH,30.685974669263786,"{'has_inside_bar': False, 'inside_bar_type': 'NONE', 'mother_bar_high': 0, 'mother_bar_low': 0, 'inside_bar_high': 0, 'inside_bar_low': 0, 'breakout_signal': 'NONE', 'bars_since_inside': 999}",08:31:36
SUPREMEIND,FMCG,WEAK_BUY,4600.0,4609.0,4590.0,0.10893246187363835,0.0,2862,100,10.0,4568.419449226901,BULLISH,65.92142903937282,"{'has_inside_bar': True, 'inside_bar_type': 'BULLISH', 'mother_bar_high': 4609.0, 'mother_bar_low': 4590.0, 'inside_bar_high': 4601.0, 'inside_bar_low': 4596.89990234375, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:36
CHOLAFIN,Finance,HOLD,1521.0999755859375,1521.0999755859375,1521.0999755859375,0.0,0.0,655,0,0.0,1521.670328528775,BEARISH,52.76375436293483,"{'has_inside_bar': True, 'inside_bar_type': 'BULLISH', 'mother_bar_high': 1522.0999755859375, 'mother_bar_low': 1520.0, 'inside_bar_high': 1521.0999755859375, 'inside_bar_low': 1520.699951171875, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:36
ADANIENT,Services,WEAK_SELL,2330.699951171875,2330.60009765625,2335.60009765625,0.0,0.1049012305080019,260,204,4.900146484375,2364.0864450388995,BEARISH,26.134548816737606,"{'has_inside_bar': True, 'inside_bar_type': 'BEARISH', 'mother_bar_high': 2335.60009765625, 'mother_bar_low': 2330.60009765625, 'inside_bar_high': 2331.699951171875, 'inside_bar_low': 2330.699951171875, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:36
UPL,Industrials,HOLD,715.75,715.75,715.75,0.0,0.0,836,0,0.0,712.3729615006021,BULLISH,48.85253906249999,"{'has_inside_bar': True, 'inside_bar_type': 'BEARISH', 'mother_bar_high': 716.25, 'mother_bar_low': 715.0, 'inside_bar_high': 716.0999755859375, 'inside_bar_low': 715.75, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:36
DELHIVERY,Services,HOLD,474.45001220703125,474.45001220703125,474.45001220703125,0.0,0.0,516,0,0.0,471.8089832282999,BULLISH,53.16911094682186,"{'has_inside_bar': True, 'inside_bar_type': 'BEARISH', 'mother_bar_high': 475.6000061035156, 'mother_bar_low': 474.1000061035156, 'inside_bar_high': 474.6000061035156, 'inside_bar_low': 474.45001220703125, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:36
HINDCOPPER,Metals,WEAK_SELL,237.89999389648438,237.69000244140625,237.97999572753906,0.0,0.016808520146853186,0,12499,0.0800018310546875,239.4476302718564,BEARISH,40.41412679964897,"{'has_inside_bar': True, 'inside_bar_type': 'BEARISH', 'mother_bar_high': 237.97999572753906, 'mother_bar_low': 237.69000244140625, 'inside_bar_high': 237.92999267578125, 'inside_bar_low': 237.89999389648438, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:36
LICI,Services,HOLD,888.9000244140625,888.9000244140625,888.9000244140625,0.0,0.0,563,0,0.0,894.5788938492929,BEARISH,36.26956769235635,"{'has_inside_bar': True, 'inside_bar_type': 'BULLISH', 'mother_bar_high': 889.0, 'mother_bar_low': 888.0, 'inside_bar_high': 888.9000244140625, 'inside_bar_low': 888.6500244140625, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:36
MOTHERSON,Auto,HOLD,95.70999908447266,95.70999908447266,95.70999908447266,0.0,0.0,5721,0,0.0,97.0808657611712,BEARISH,25.287200084186892,"{'has_inside_bar': True, 'inside_bar_type': 'BULLISH', 'mother_bar_high': 95.80999755859375, 'mother_bar_low': 95.69999694824219, 'inside_bar_high': 95.72000122070312, 'inside_bar_low': 95.70999908447266, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:36
HAVELLS,FMCG,HOLD,1555.0,1555.0,1555.0,0.0,0.0,2031,0,0.0,1558.4455721843508,BEARISH,43.80522847574809,"{'has_inside_bar': True, 'inside_bar_type': 'BULLISH', 'mother_bar_high': 1555.800048828125, 'mother_bar_low': 1554.9000244140625, 'inside_bar_high': 1555.0, 'inside_bar_low': 1555.0, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:36
KEI,Industrials,HOLD,4001.0,4001.0,4001.0,0.0,0.0,49,0,0.0,3971.9002097647262,BULLISH,72.95916460794287,"{'has_inside_bar': True, 'inside_bar_type': 'BEARISH', 'mother_bar_high': 4002.10009765625, 'mother_bar_low': 3999.5, 'inside_bar_high': 4001.199951171875, 'inside_bar_low': 4001.0, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:36
PPLPHARMA,Pharmaceuticals,WEAK_BUY,193.5800018310547,193.8699951171875,193.25999450683594,0.082791921068649,0.0,1778,3124,0.32000732421875,193.22210042755518,BULLISH,47.62930467496251,"{'has_inside_bar': True, 'inside_bar_type': 'BULLISH', 'mother_bar_high': 193.8699951171875, 'mother_bar_low': 193.25999450683594, 'inside_bar_high': 193.60000610351562, 'inside_bar_low': 193.44000244140625, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:36
KFINTECH,Financial Services,HOLD,1137.9000244140625,1137.9000244140625,1137.9000244140625,0.0,0.0,1649,0,0.0,1126.427211597187,BULLISH,66.41420213192274,"{'has_inside_bar': True, 'inside_bar_type': 'BEARISH', 'mother_bar_high': 1138.800048828125, 'mother_bar_low': 1134.800048828125, 'inside_bar_high': 1138.5, 'inside_bar_low': 1137.300048828125, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:36
MANKIND,Pharmaceuticals,HOLD,2598.10009765625,2598.10009765625,2598.10009765625,0.0,0.0,445,0,0.0,2580.192428692735,BULLISH,32.780483551525265,"{'has_inside_bar': False, 'inside_bar_type': 'NONE', 'mother_bar_high': 0, 'mother_bar_low': 0, 'inside_bar_high': 0, 'inside_bar_low': 0, 'breakout_signal': 'NONE', 'bars_since_inside': 999}",08:31:36
KAYNES,FMCG,HOLD,6199.0,6199.0,6199.0,0.0,0.0,447,0,0.0,6181.261700740259,BULLISH,63.322884012539184,"{'has_inside_bar': True, 'inside_bar_type': 'BEARISH', 'mother_bar_high': 6209.0, 'mother_bar_low': 6162.0, 'inside_bar_high': 6202.0, 'inside_bar_low': 6198.0, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:36
PIIND,Industrials,WEAK_BUY,3849.10009765625,3853.199951171875,3847.0,0.02729526457304393,0.0,6,476,2.10009765625,3834.7181224908295,BULLISH,45.19074837166024,"{'has_inside_bar': True, 'inside_bar_type': 'BULLISH', 'mother_bar_high': 3853.199951171875, 'mother_bar_low': 3847.0, 'inside_bar_high': 3849.10009765625, 'inside_bar_low': 3847.5, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:36
POONAWALLA,Finance,WEAK_BUY,463.0,463.75,462.29998779296875,0.07570973669858018,0.0,851,1428,0.70001220703125,459.69069947323896,BULLISH,69.95063079531924,"{'has_inside_bar': True, 'inside_bar_type': 'BULLISH', 'mother_bar_high': 463.75, 'mother_bar_low': 462.29998779296875, 'inside_bar_high': 463.25, 'inside_bar_low': 463.0, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:36
BSE,Financial Services,WEAK_SELL,2315.699951171875,2313.39990234375,2322.0,0.0,0.13565996615256246,5517,158,6.300048828125,2387.5393602317067,BEARISH,30.615067584087186,"{'has_inside_bar': True, 'inside_bar_type': 'BEARISH', 'mother_bar_high': 2322.0, 'mother_bar_low': 2313.39990234375, 'inside_bar_high': 2316.699951171875, 'inside_bar_low': 2315.0, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:36
JIOFIN,Finance,HOLD,323.1499938964844,323.1499938964844,323.1499938964844,0.0,0.0,2641,0,0.0,325.4242908822337,BEARISH,30.0,"{'has_inside_bar': True, 'inside_bar_type': 'BULLISH', 'mother_bar_high': 323.54998779296875, 'mother_bar_low': 322.75, 'inside_bar_high': 323.20001220703125, 'inside_bar_low': 323.0, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:36
AARTIIND,Industrials,WEAK_SELL,383.20001220703125,383.1000061035156,383.79998779296875,0.0,0.07816253322305233,246,1666,0.5999755859375,385.9233557366438,BEARISH,49.655256600215516,"{'has_inside_bar': True, 'inside_bar_type': 'BEARISH', 'mother_bar_high': 383.79998779296875, 'mother_bar_low': 383.1000061035156, 'inside_bar_high': 383.54998779296875, 'inside_bar_low': 383.20001220703125, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:36
DMART,FMCG,HOLD,4670.5,4670.5,4670.5,0.0,0.0,527,0,0.0,4683.042959507302,BEARISH,43.440258137989936,"{'has_inside_bar': True, 'inside_bar_type': 'BULLISH', 'mother_bar_high': 4673.89990234375, 'mother_bar_low': 4664.0, 'inside_bar_high': 4671.2998046875, 'inside_bar_low': 4665.0, 'breakout_signal': 'PENDING', 'bars_since_inside': 3}",08:31:36
HUDCO,Finance,WEAK_BUY,214.2100067138672,214.77000427246094,214.05999755859375,0.03503904442313564,0.0,1570,6666,0.1500091552734375,213.9742896969989,BULLISH,51.15893663300803,"{'has_inside_bar': True, 'inside_bar_type': 'BULLISH', 'mother_bar_high': 214.77000427246094, 'mother_bar_low': 214.05999755859375, 'inside_bar_high': 214.2100067138672, 'inside_bar_low': 214.11000061035156, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:36
AUBANK,Bank,WEAK_SELL,753.0,752.8499755859375,753.7000122070312,0.0,0.04643838368672907,309,1428,0.70001220703125,756.330871370538,BEARISH,26.530561403071715,"{'has_inside_bar': True, 'inside_bar_type': 'BEARISH', 'mother_bar_high': 753.7000122070312, 'mother_bar_low': 752.8499755859375, 'inside_bar_high': 753.2999877929688, 'inside_bar_low': 753.0, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:36
CDSL,Financial Services,WEAK_SELL,1572.5999755859375,1572.4000244140625,1576.0,0.0,0.10786879486238896,395,294,3.4000244140625,1578.3821549583606,BEARISH,36.88776317872408,"{'has_inside_bar': True, 'inside_bar_type': 'BEARISH', 'mother_bar_high': 1576.0, 'mother_bar_low': 1572.4000244140625, 'inside_bar_high': 1573.4000244140625, 'inside_bar_low': 1572.5, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:36
DIXON,FMCG,WEAK_BUY,16911.0,16937.0,16900.0,0.03254437869822485,0.0,167,90,11.0,16855.855401016863,BULLISH,69.82543640897757,"{'has_inside_bar': True, 'inside_bar_type': 'BULLISH', 'mother_bar_high': 16937.0, 'mother_bar_low': 16900.0, 'inside_bar_high': 16911.0, 'inside_bar_low': 16906.0, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:37
ABCAPITAL,Finance,WEAK_BUY,288.29998779296875,288.45001220703125,288.0,0.05208121405707465,0.0,2799,3333,0.29998779296875,287.84492090998856,BULLISH,42.222051423481915,"{'has_inside_bar': True, 'inside_bar_type': 'BULLISH', 'mother_bar_high': 288.45001220703125, 'mother_bar_low': 288.0, 'inside_bar_high': 288.3999938964844, 'inside_bar_low': 288.1499938964844, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:37
AUROPHARMA,Pharmaceuticals,WEAK_BUY,1052.800048828125,1053.0,1051.800048828125,0.04753755246133338,0.0,394,1000,1.0,1050.3658653232478,BULLISH,78.04878048780488,"{'has_inside_bar': True, 'inside_bar_type': 'BULLISH', 'mother_bar_high': 1053.0, 'mother_bar_low': 1051.800048828125, 'inside_bar_high': 1052.800048828125, 'inside_bar_low': 1052.0999755859375, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:37
SUNPHARMA,Pharmaceuticals,HOLD,1645.0,1645.0,1645.0,0.0,0.0,3888,0,0.0,1640.6644478555618,BULLISH,60.7143030144498,"{'has_inside_bar': False, 'inside_bar_type': 'NONE', 'mother_bar_high': 0, 'mother_bar_low': 0, 'inside_bar_high': 0, 'inside_bar_low': 0, 'breakout_signal': 'NONE', 'bars_since_inside': 999}",08:31:37
NMDC,Industrials,WEAK_SELL,70.87999725341797,70.86000061035156,71.08000183105469,0.0,0.1406897668011435,428,4999,0.20000457763671875,71.17103433155586,BEARISH,46.789016511629534,"{'has_inside_bar': True, 'inside_bar_type': 'BEARISH', 'mother_bar_high': 71.08000183105469, 'mother_bar_low': 70.86000061035156, 'inside_bar_high': 70.94999694824219, 'inside_bar_low': 70.87000274658203, 'breakout_signal': 'PENDING', 'bars_since_inside': 2}",08:31:37
MPHASIS,I.T,WEAK_BUY,2865.0,2873.10009765625,2862.39990234375,0.04541814115702395,0.0,227,384,2.60009765625,2848.623967902446,BULLISH,72.79896055565358,"{'has_inside_bar': True, 'inside_bar_type': 'BULLISH', 'mother_bar_high': 2873.10009765625, 'mother_bar_low': 2862.39990234375, 'inside_bar_high': 2871.0, 'inside_bar_low': 2867.10009765625, 'breakout_signal': 'PENDING', 'bars_since_inside': 3}",08:31:37
TATATECH,I.T,WEAK_SELL,684.5999755859375,684.2999877929688,685.5,0.0,0.06564729497173596,78,1111,0.9000244140625,686.5498385394394,BEARISH,51.03068133195742,"{'has_inside_bar': True, 'inside_bar_type': 'BEARISH', 'mother_bar_high': 685.5, 'mother_bar_low': 684.2999877929688, 'inside_bar_high': 685.0499877929688, 'inside_bar_low': 684.5999755859375, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:37
IREDA,Finance,HOLD,148.3000030517578,148.3000030517578,148.3000030517578,0.0,0.0,1449,0,0.0,148.6705416888165,BEARISH,62.50000000000001,"{'has_inside_bar': True, 'inside_bar_type': 'BULLISH', 'mother_bar_high': 148.42999267578125, 'mother_bar_low': 148.2100067138672, 'inside_bar_high': 148.3000030517578, 'inside_bar_low': 148.22999572753906, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:37
IEX,Financial Services,WEAK_SELL,145.3699951171875,145.39999389648438,145.85000610351562,0.0,0.16455638198171957,7499,2083,0.480010986328125,144.6703139761902,BULLISH,60.43687432641134,"{'has_inside_bar': True, 'inside_bar_type': 'BULLISH', 'mother_bar_high': 145.85000610351562, 'mother_bar_low': 145.39999389648438, 'inside_bar_high': 145.6999969482422, 'inside_bar_low': 145.5399932861328, 'breakout_signal': 'BEARISH_BREAKOUT', 'bars_since_inside': 3}",08:31:37
ICICIGI,Services,STRONG_SELL,1912.300048828125,1892.500244140625,1922.199951171875,0.0,0.010454963235294117,942,101,9.89990234375,1954.8046112520838,BEARISH,12.106207159023285,"{'has_inside_bar': True, 'inside_bar_type': 'BEARISH', 'mother_bar_high': 1922.199951171875, 'mother_bar_low': 1912.5, 'inside_bar_high': 1921.0, 'inside_bar_low': 1915.5, 'breakout_signal': 'BEARISH_BREAKOUT', 'bars_since_inside': 2}",08:31:37
SBILIFE,Services,HOLD,1862.199951171875,1862.199951171875,1862.199951171875,0.0,0.0,302,0,0.0,1866.5673784634894,BEARISH,58.65371636491681,"{'has_inside_bar': False, 'inside_bar_type': 'NONE', 'mother_bar_high': 0, 'mother_bar_low': 0, 'inside_bar_high': 0, 'inside_bar_low': 0, 'breakout_signal': 'NONE', 'bars_since_inside': 999}",08:31:37
TIINDIA,Metals,HOLD,3080.89990234375,3080.89990234375,3080.89990234375,0.0,0.0,182,0,0.0,3128.7467088342637,BEARISH,15.797543389666274,"{'has_inside_bar': True, 'inside_bar_type': 'BULLISH', 'mother_bar_high': 3095.699951171875, 'mother_bar_low': 3078.199951171875, 'inside_bar_high': 3080.89990234375, 'inside_bar_low': 3078.60009765625, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:37
HDFCLIFE,Services,WEAK_SELL,790.1500244140625,788.9500122070312,790.9000244140625,0.0,0.047414336632220784,3394,1333,0.75,793.1346764478216,BEARISH,44.77617378946793,"{'has_inside_bar': True, 'inside_bar_type': 'BEARISH', 'mother_bar_high': 790.9000244140625, 'mother_bar_low': 788.9500122070312, 'inside_bar_high': 790.5, 'inside_bar_low': 789.4000244140625, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:37
AMBER,FMCG,HOLD,7300.0,7300.0,7300.0,0.0,0.0,461,0,0.0,7358.0428895396935,BEARISH,36.21399176954733,"{'has_inside_bar': False, 'inside_bar_type': 'NONE', 'mother_bar_high': 0, 'mother_bar_low': 0, 'inside_bar_high': 0, 'inside_bar_low': 0, 'breakout_signal': 'NONE', 'bars_since_inside': 999}",08:31:37
BANDHANBNK,Bank,WEAK_SELL,173.94000244140625,173.85000610351562,174.1999969482422,0.0,0.0746252902958392,7573,3846,0.2599945068359375,174.77811807925502,BEARISH,44.38910049809552,"{'has_inside_bar': True, 'inside_bar_type': 'BEARISH', 'mother_bar_high': 174.1999969482422, 'mother_bar_low': 173.85000610351562, 'inside_bar_high': 174.11000061035156, 'inside_bar_low': 173.94000244140625, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:37
HAL,Aerospace & Defence,WEAK_SELL,4499.60009765625,4498.0,4517.10009765625,0.0,0.19370834851634214,2838,57,17.5,4499.682486409355,BEARISH,37.63089617625792,"{'has_inside_bar': True, 'inside_bar_type': 'BEARISH', 'mother_bar_high': 4517.10009765625, 'mother_bar_low': 4498.0, 'inside_bar_high': 4503.39990234375, 'inside_bar_low': 4499.60009765625, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:37
ADANIGREEN,Miscellaneous,WEAK_SELL,958.5,958.0999755859375,960.0,0.0,0.078125,329,666,1.5,967.4839388475842,BEARISH,36.255582037357485,"{'has_inside_bar': True, 'inside_bar_type': 'BEARISH', 'mother_bar_high': 960.0, 'mother_bar_low': 958.0999755859375, 'inside_bar_high': 958.75, 'inside_bar_low': 958.2000122070312, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:37
BDL,Aerospace & Defence,HOLD,1525.9000244140625,1525.9000244140625,1525.9000244140625,0.0,0.0,1039,0,0.0,1530.9224373138732,BEARISH,61.076641182788904,"{'has_inside_bar': False, 'inside_bar_type': 'NONE', 'mother_bar_high': 0, 'mother_bar_low': 0, 'inside_bar_high': 0, 'inside_bar_low': 0, 'breakout_signal': 'NONE', 'bars_since_inside': 999}",08:31:37
ATGL,Industrials,WEAK_SELL,616.4500122070312,616.3499755859375,616.9500122070312,0.0,0.040521921558226176,465,2000,0.5,622.3331214153027,BEARISH,28.504688890410023,"{'has_inside_bar': True, 'inside_bar_type': 'BEARISH', 'mother_bar_high': 616.9500122070312, 'mother_bar_low': 616.3499755859375, 'inside_bar_high': 616.7999877929688, 'inside_bar_low': 616.4500122070312, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:37
HDFCAMC,Finance,WEAK_BUY,5850.0,5851.0,5843.0,0.05990073592332706,0.0,745,142,7.0,5780.635516156704,BULLISH,60.26785714285714,"{'has_inside_bar': True, 'inside_bar_type': 'BULLISH', 'mother_bar_high': 5851.0, 'mother_bar_low': 5843.0, 'inside_bar_high': 5850.0, 'inside_bar_low': 5846.0, 'breakout_signal': 'PENDING', 'bars_since_inside': 1}",08:31:37
CONCOR,Services,HOLD,552.4000244140625,552.4000244140625,552.4000244140625,0.0,0.0,51,0,0.0,553.9206434402129,BEARISH,51.20487686504055,"{'has_inside_bar': False, 'inside_bar_type': 'NONE', 'mother_bar_high': 0, 'mother_bar_low': 0, 'inside_bar_high': 0, 'inside_bar_low': 0, 'breakout_signal': 'NONE', 'bars_since_inside': 999}",08:31:37
MANAPPURAM,Finance,HOLD,267.6499938964844,267.6499938964844,267.6499938964844,0.0,0.0,2934,0,0.0,266.31746420604713,BULLISH,72.65622392294304,"{'has_inside_bar': False, 'inside_bar_type': 'NONE', 'mother_bar_high': 0, 'mother_bar_low': 0, 'inside_bar_high': 0, 'inside_bar_low': 0, 'breakout_signal': 'NONE', 'bars_since_inside': 999}",08:31:37
IOC,Industrials,HOLD,140.22999572753906,140.22999572753906,140.22999572753906,0.0,0.0,2700,0,0.0,141.17939177617347,BEARISH,42.65714864965802,"{'has_inside_bar': False, 'inside_bar_type': 'NONE', 'mother_bar_high': 0, 'mother_bar_low': 0, 'inside_bar_high': 0, 'inside_bar_low': 0, 'breakout_signal': 'NONE', 'bars_since_inside': 999}",08:31:37
POLYCAB,Industrials,HOLD,7140.0,7140.0,7140.0,0.0,0.0,388,0,0.0,7127.257920005463,BULLISH,49.044585987261144,"{'has_inside_bar': True, 'inside_bar_type': 'BEARISH', 'mother_bar_high': 7146.5, 'mother_bar_low': 7130.5, 'inside_bar_high': 7144.0, 'inside_bar_low': 7138.5, 'breakout_signal': 'PENDING', 'bars_since_inside': 2}",08:31:37
